,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
212,212,212,totto_source/train_json/example-7404.json,"What was Clarence Stasavich's final career record, and when and where did he achieve it?","```json
{
 ""decomposition"": {
  ""sq1"": ""What is Clarence Stasavich's final career record?"",
  ""sq2"": ""When and where did Clarence Stasavich achieve his final career record?""
 },
 ""answers"": {
  ""Answer to sq1"": ""171-64-7"",
  ""Answer to sq2"": ""1969, East Carolina""
 },
 ""final_answer"": ""171-64-7, 1969, East Carolina""
}
```","Clarence Stasavich served as the head football coach at Lenoir–Rhyne from 1946 to 1961 and at East Carolina College from 1963 to 1969, compiling a career college football coaching record of 171–64–7.","171-64-7, 1969, East Carolina 
","clarence stasavich served as the head football coach at lenoir-rhyne from 1946 to 1961 and at east carolina college from 1963 to 1969, compiling a career college football coaching record of 171-64-7","171-64-7, 1969, east carolina",23.52941176470588,0.0
213,213,213,totto_source/train_json/example-13674.json,"When was Sick released in Europe and the United States, respectively?","  decomposition: |
    sq1. When was Sick released in Europe? (independent)
    sq2. When was Sick released in the United States? (independent)
  answers: |
    Answer to sq1: March 30, 2009
    Answer to sq2: April 7, 2009
  final_answer: March 30, 2009, April 7, 2009. 
","Sick was released on March 30, 2009 in Europe and on April 7 in the US, through Century Media Records.","March 30, 2009, April 7, 2009
","sick was released on march 30, 2009 in europe and on april 7 in the us, through century media records","march 30, 2009, april 7, 2009",40.0,0.0
214,214,214,totto_source/train_json/example-3813.json,What roles did Hugh Armstrong appear as in the films The Beastmaster and How to Get Ahead in Advertising?,"```json
  decomposition: |
    sq1. What role did Hugh Armstrong play in the film ""The Beastmaster""? (independent)
    sq2. What role did Hugh Armstrong play in the film ""How to Get Ahead in Advertising""? (independent)
  answers: |
    Answer to sq1: Jun Priest
    Answer to sq2: Harry Wax
  final_answer: Jun Priest and Harry Wax.
```","Hugh Armstrong appeared as Jun Priest in the 1982 film, The Beastmaster, and as Harry Wax in How to Get Ahead in Advertising.","Jun Priest, Harry Wax 
","hugh armstrong appeared as jun priest in the 1982 film, the beastmaster, and as harry wax in how to get ahead in advertising","jun priest, harry wax",32.0,0.0
215,215,215,totto_source/train_json/example-13123.json,What award did Daphne Rubin-Vega win in 1996?,"  decomposition: |
    sq1. Identify the row that contains information about Daphne Rubin-Vega's awards in 1996. (independent)
    sq2. Extract the award from the relevant row. (depends on sq1)
  answers: |
    Answer to sq1: The relevant row is:
      1996 | Theatre World Award | Theatre World Award | Rent | Won
    Answer to sq2: Theatre World Award
  final_answer: Theatre World Award 
",Daphne Rubin-Vega won the Theatre World Award in 1996 for Rent.,"Theatre World Award 
",daphne rubin-vega won the theatre world award in 1996 for rent,theatre world award,46.15384615384615,0.0
216,216,216,totto_source/train_json/example-1834.json,Who were the last two finishers of the at the 2012 Summer Olympics for the Women's 200 metre backstroke?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What were the finishing positions of the last two finishers?"",
  ""sq2"": ""Who finished in those positions?""
 },
 ""answers"": {
  ""Answer to sq1"": ""7th and 8th"",
  ""Answer to sq2"": ""Alexianne Castel and Sinead Russell""
 },
 ""final_answer"": ""Alexianne Castel and Sinead Russell""
}
```",France's Alexianne Castel (2:08.43) and Canada's Sinead Russell (2:09.86) closed out the championship field.,"Alexianne Castel and Sinead Russell 
",france's alexianne castel (2:08.43) and canada's sinead russell (2:09.86) closed out the championship field,alexianne castel and sinead russell,55.55555555555556,0.0
217,217,217,totto_source/train_json/example-9859.json,Who won the 1873 Mississippi gubernatorial election and what was the final tally?,"```json
{
 ""decomposition"": {
  ""sq1"": ""Who won the 1873 Mississippi gubernatorial election?"",
  ""sq2"": ""What was the final tally of the winner?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Adelbert Ames"",
  ""Answer to sq2"": ""69,870 votes""
 },
 ""final_answer"": ""Adelbert Ames, 69,870 votes""
}
```","In the 1873 Mississippi gubernatorial election, Ames won by a vote of 69,870 to 50,490.","Adelbert Ames, 69,870 votes 
","in the 1873 mississippi gubernatorial election, ames won by a vote of 69,870 to 50,490","adelbert ames, 69,870 votes",23.52941176470588,0.0
218,218,218,totto_source/dev_json/example-955.json,Which film role did Dana Kimmell play in 1982?,"decomposition: |
    sq1. Find the row corresponding to the year 1982. (independent)
    sq2. Identify the role Dana Kimmell played in that year. (depends on sq1)
  answers: |
    Answer to sq1: The row corresponding to 1982 is ""1982 | Friday the 13th Part III | Chris Higgins | -"".
    Answer to sq2: Chris Higgins.
  final_answer: Chris Higgins. 
","In 1982, Dana Kimmell played as Chris Higgins in the film, Friday the 13th Part III.","Chris Higgins 
","in 1982, dana kiell played as chris higgins in the film, friday the 13 part iii",chris higgins,25.0,0.0
219,219,219,totto_source/train_json/example-5017.json,"Between 2010 and 2012, what television programmes were presented by Vernon Kay and on which channels, excluding programmes for ABC?","```json
{
 ""subquestions"": [
  {
   ""sq1"": ""Identify the rows that contain information about Vernon Kay's television programmes between 2010 and 2012."",
   ""reasoning"": ""This subquestion focuses on identifying the specific rows within the table that provide relevant information for the main question."",
   ""answer"": ""The relevant rows are:\n2010 | The Whole 19 Yards | ITV | Presenter | 1 series\n2011 | Home For the Holidays | Channel 4 | Presenter | 1 series\n2011 | Million Dollar Mind Game | ABC | Presenter | 1 series\n2012 | Let's Get Gold | ITV | Presenter | 1 series""
  },
  {
   ""sq2"": ""From the identified rows, extract the titles and channels of programmes presented by Vernon Kay, excluding programmes aired on ABC."",
   ""reasoning"": ""This subquestion focuses on extracting the relevant information from the identified rows and excluding those aired on ABC."",
   ""answer"": ""The programmes presented by Vernon Kay between 2010 and 2012, excluding those on ABC, are:\nThe Whole 19 Yards on ITV\nHome For the Holidays on Channel 4\nLet's Get Gold on ITV""
  }
 ],
 ""final_answer"": ""The Whole 19 Yards on ITV, Home For the Holidays on Channel 4, and Let's Get Gold on ITV.""
}
```","Kay's television presenting roles were The Whole 19 Yards on ITV in 2010, Home For the Holidays on Channel 4 in 2011 and Let's Get Gold on ITV in 2012.","The Whole 19 Yards on ITV, Home For the Holidays on Channel 4, Let's Get Gold on ITV 
","kay's television presenting roles were the whole 19 yards on itv in 2010, home for the holi on channel 4 in 2011 and let's get gold on itv in 2012","the whole 19 yards on itv, home for the holi on channel 4, let's get gold on itv",72.72727272727273,0.0
220,220,220,totto_source/train_json/example-7322.json,What club and league did Peter Wisgerhof play for in 2010-11?,"```json
{
 ""subquestions"": [
  {
   ""sq1"": ""Which team did Peter Wisgerhof play for in the 2010-11 season?"",
   ""reasoning"": ""This question is asking for the club Peter Wisgerhof played for in the 2010-11 season.""
  },
  {
   ""sq2"": ""What league did Peter Wisgerhof play in during the 2010-11 season?"",
   ""reasoning"": ""This subquestion aims to find the league Peter Wisgerhof played in during the 2010-11 season, to provide a complete answer.""
  }
 ],
 ""answers"": [
  {
   ""Answer to sq1"": ""Twente"",
   ""reasoning"": ""Looking at the table, the row for the 2010-11 season shows that Peter Wisgerhof played for Twente.""
  },
  {
   ""Answer to sq2"": ""Eredivisie"",
   ""reasoning"": ""The same row for the 2010-11 season also shows that Peter Wisgerhof played in the Eredivisie league.""
  }
 ],
 ""final_answer"": ""Twente, Eredivisie""
}
```",Peter Wisgerhof played in the Eredivisie for Twente in the 2010–11.,"Twente, Eredivisie 
",peter wisgerhof played in the eredivisie for twente in the 2010-2011,"twente, eredivisie",36.36363636363636,0.0
221,221,221,totto_source/train_json/example-13005.json,"Which singles did Alannah Myles release in Canada in 1989, and how did they perform?","```json
{
 ""decomposition"": {
  ""sq1"": ""What singles did Alannah Myles release in Canada in 1989?"",
  ""sq2"": ""What were the peak chart positions of those singles in Canada?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Alannah Myles released \""Love Is\"" and \""Black Velvet\"" in Canada in 1989."",
  ""Answer to sq2"": ""\""Love Is\"" peaked at number 16 and \""Black Velvet\"" peaked at number 10.""
 },
 ""final_answer"": ""Love Is (16), Black Velvet (10)""
}
```","In 1989, Alannah Myles's singles were released in Canada, which reached Top 40 including ""Love Is"" and ""Black Velvet"".","""Love Is (16), Black Velvet (10)"" 
","in 1989, alannah myles's singles were released in canada, which reached top 40 including love is and black velvet","love is (16), black velvet (10)",32.0,0.0
222,222,222,totto_source/train_json/example-13338.json,"How many appearances did Williams make for Coventry City, and for how many seasons did he play for the club?","```json
{
  ""subquestions"": [
    {
      ""sq1"": ""How many appearances did Williams make for Coventry City?"",
      ""reasoning"": ""This question asks for the total number of appearances Williams made for Coventry City."",
      ""answer"": ""199""
    },
    {
      ""sq2"": ""For how many seasons did Williams play for Coventry City?"",
      ""reasoning"": ""This question asks for the number of seasons Williams played for Coventry City."",
      ""answer"": ""8""
    }
  ],
  ""final_answer"": ""199, 8""
}
```",Williams made 199 appearances for Coventry City in 7 consecutive seasons.,"199, 8 
",williams made 199 appearances for coventry city in 7 consecutive seasons,"199, 8",15.384615384615385,0.0
223,223,223,totto_source/train_json/example-13633.json,On which dates did Harold Martin take office as President of the Congress of New Caledonia?,"```json
  decomposition: |
    sq1: Identify the rows where Harold Martin is listed as President. (independent)
    sq2: Extract the ""Took office"" dates for those rows. (depends on sq1)
  answers: |
    Answer to sq1: Harold Martin is listed as President in the following rows:
      16 July 1997 | 3 June 1998 | Harold Martin | - | - | The Rally–UMP
      21 May 2004 | 3 July 2007 | Harold Martin | - | - | L'Avenir Ensemble
      3 March 2011 | 1 April 2011 | Harold Martin | - | - | L'Avenir Ensemble
    Answer to sq2: Harold Martin took office on 16 July 1997 and 21 May 2004.
  final_answer: 16 July 1997 and 21 May 2004
```","Harold Martin took office three times as President of the Congress of New Caledonia: 16 July 1997, 21 May 2004, and 22 May 2009.","16 July 1997, 21 May 2004 
","harold martin took office 3 times as president of the congress of new caledonia: 16 july 1997, 21 may 2004, and 22 may 2009","16 july 1997, 21 may 2004",41.37931034482759,0.0
224,224,224,totto_source/dev_json/example-1678.json,What singles followed up Heaven 17's Pleasure One?,"  decomposition: |
    sq1. Identify the album ""Pleasure One"" in the table. (independent)
    sq2. Identify the rows that come after the row containing ""Pleasure One."" (depends on sq1)
    sq3. Extract the singles from the identified rows. (depends on sq2)
  answers: |
    Answer to sq1: The album ""Pleasure One"" is in the row corresponding to the single ""Contenders.""
    Answer to sq2: The rows that come after the row containing ""Pleasure One"" are:
      1987 | ""Trouble"" | 51 | — | — | 17 | — | — | — | — | — | — | — | Pleasure One
      1988 | ""The Ballad of Go Go Brown"" | 91 | — | — | — | — | — | — | — | — | — | — | Teddy Bear, Duke & Psycho
      1988 | ""Train of Love in Motion"" | — | — | — | — | — | — | — | — | — | — | — | Teddy Bear, Duke & Psycho
    Answer to sq3: ""Trouble,"" ""The Ballad of Go Go Brown,"" and ""Train of Love in Motion.""
  final_answer: ""Trouble,"" ""The Ballad of Go Go Brown,"" and ""Train of Love in Motion."" 
","Heaven 17's Pleasure One was followed up in 1988 with the album Teddy Bear, Duke & Psycho, featuring the singles ""Train of Love in Motion"" and ""The Ballad of Go Go Brown"".","""Trouble"", ""The Ballad of Go Go Brown"", ""Train of Love in Motion"" 
","heaven 17's pleasure 1 was followed up in 1988 with the album teddy bear, duke & psycho, featuring the singles train of love in motion and the ballad of go go brown","trouble, the ballad of go go brown, train of love in motion",51.28205128205129,0.0
225,225,225,totto_source/train_json/example-1351.json,How did Aleksandr Krasnykh perform compared to Cameron McEvoy and which countries did they represent?,"  decomposition: |
    sq1. What was the rank of Aleksandr Krasnykh? (independent)
    sq2. What was the rank of Cameron McEvoy? (independent)
    sq3. What country did Aleksandr Krasnykh represent? (independent)
    sq4. What country did Cameron McEvoy represent? (independent)
  answers: |
    Answer to sq1: Aleksandr Krasnykh ranked 7th.
    Answer to sq2: Cameron McEvoy ranked 8th.
    Answer to sq3: Aleksandr Krasnykh represented Russia.
    Answer to sq4: Cameron McEvoy represented Australia.
  final_answer: Aleksandr Krasnykh ranked 7th and represented Russia, while Cameron McEvoy ranked 8th and represented Australia. 
",Russia's Aleksandr Krasnykh finished with 1:46.88 and Australian Cameron McEvoy finished with 1:47.26 in the 2015 World Aquatics Championships.,"Aleksandr Krasnykh ranked higher and represented Russia, Cameron McEvoy ranked lower and represented Australia. 
",russia's aleksandr krasnykh finished with 1:46.88 and australian cameron mcevoy finished with 1:47.26 in the 2015 world aquatics championships,"aleksandr krasnykh ranked higher and represented russia, cameron mcevoy ranked lower and represented australia",31.250000000000007,0.0
226,226,226,totto_source/train_json/example-1968.json,What roles did Scott Glenn have in 1966 and 1969?,"decomposition: |
    sq1. What role did Scott Glenn have in 1966? (independent)
    sq2. What role did Scott Glenn have in 1969? (independent)
  answers: |
    Answer to sq1: Hal Currin
    Answer to sq2: Calvin Brenner
  final_answer: Hal Currin, Calvin Brenner",Some of Glenn's television roles were Hal Currin in the 1966 Hawk and in 1969 Calvin Brenner on The Edge of Night.,"Hal Currin, Calvin Brenner 
",some of glenn's television roles were hal currin in the 1966 hawk and in 1969 calvin brenner on the edge of night,"hal currin, calvin brenner",33.333333333333336,0.0
227,227,227,totto_source/train_json/example-13788.json,Who won the 2014 Election and with what percentage of the votes did they win?,"## Decomposition:

**sq1. Identify the row containing the winner of the election. (independent)**

**sq2. Extract the candidate name and their percentage of votes from the row identified in sq1. (depends on sq1)**

**sq3. Combine the extracted candidate name and their percentage of votes into a final answer. (depends on sq2)**

## Answers:

**Answer to sq1:** The row containing the winner of the election is the first row, where the party is listed as ""BJD"".

**Answer to sq2:** The candidate name is ""Byomkesh Ray"", and their percentage of votes is 43.99%.

**Answer to sq3:** Byomkesh Ray won the 2014 Election with 43.99% of the votes.

## Final answer: Byomkesh Ray, 43.99% 
","In 2014 election, BJD candidate Byomkesh Ray defeated INC candidate Amiya Kumar Mahapatra with 43.99 percent of the votes. ","Byomkesh Ray, 43.99% 
","in 2014 election, bjd candidate byomkesh ray defeated inc candidate amiya kumar mahapatra with 43.99 percent of the votes","byomkesh ray, 43.99%",28.57142857142857,0.0
228,228,228,totto_source/train_json/example-2411.json,"In 2011, what films did Lee Valmassy star in?","```json
{
 ""decomposition"": {
  ""sq1"": ""What films did Lee Valmassy star in during 2011?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Lee Valmassy starred in \""The FP\"" and \""Vs\"" in 2011.""
 },
 ""final_answer"": ""The FP and Vs""
}
```",Lee Valmassy starred as L Dubba E in The FP (2011) and as Charlie / The Wall in Vs (2011).,"The FP and Vs 
",lee valmassy starred as l dubba e in the fp,the fp and vs,16.666666666666664,0.0
229,229,229,totto_source/dev_json/example-1891.json,How did Labour and Conservative party do in the 1983 Bermondsey by-election?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What was the Labour Party's vote share in the 1983 Bermondsey by-election?"",
  ""sq2"": ""What was the Conservative Party's vote share in the 1983 Bermondsey by-election?""
 },
 ""answers"": {
  ""Answer to sq1"": ""26.1%"",
  ""Answer to sq2"": ""5.5%""
 }
}
```","Labour's Tatchell received 26.1 percent of the vote and came a distant second, while the Conservative candidate, Robert Hughes, managed fourth place.","26.1%, 5.5% 
","labour's tatchell received 26.1 percent of the vote and came a distant second, while the conservative candidate, robert hughes, managed 4 place","26.1%, 5.5%",9.523809523809526,0.0
230,230,230,totto_source/train_json/example-13760.json,"During which season did Jamie Clarke first leave Grimsby for Conference Premier league, and what club did he move on to?","```json
{
 ""decomposition"": {
  ""sq1"": ""What season did Jamie Clarke leave Grimsby Town?"",
  ""sq2"": ""What club did Jamie Clarke move to from Grimsby Town?""
 },
 ""answers"": {
  ""Answer to sq1"": ""2009–10"",
  ""Answer to sq2"": ""York City""
 },
 ""final_answer"": ""2009–10, York City""
}
```","After Grimsby, Clarke signed for Conference Premier team York City in the 2009–10 season.","2009–10, York City 
","after grimsby, clarke signed for conference premier team york city in the 2009-10 season","2009-10, york city",37.5,0.0
231,231,231,totto_source/train_json/example-2216.json,How did David Davies perform compared to Yuri Prilukov in the Men's 1500 meter freestyle final?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What was David Davies' time?"",
  ""sq2"": ""What was Yuri Prilukov's time?""
 },
 ""answers"": {
  ""Answer to sq1"": ""14:45.95"",
  ""Answer to sq2"": ""14:52.48""
 },
 ""final_answer"": ""David Davies finished third with a time of 14:45.95, ahead of Yuri Prilukov, who finished fourth with a time of 14:52.48.""
}
```","Great Britain's David Davies earned a bronze medal by a 7-second margin, with a national record of 14:45.95 against Russia's Yuri Prilukov in the Men's 1500 meter freestyle Final.","David Davies finished ahead of Yuri Prilukov. 
","great britain's david davies earned a bronze medal by a 7-second margin, with a national record of 14:45.95 against russia's yuri prilukov in the men's 1500 meter freestyle final",david davies finished ahead of yuri prilukov,31.25,0.0
232,232,232,totto_source/train_json/example-7177.json,What was Stereos' second album and when was it released?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What is the name of the second album released by Stereos?"",
  ""sq2"": ""What year was the second album released?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Uncontrollable"",
  ""Answer to sq2"": ""2010""
 },
 ""final_answer"": ""Uncontrollable, 2010""
}
```","Stereos' second album, titled ""Uncontrollable"", was released in 2010.","Uncontrollable, 2010 
","stereos' second album, titled uncontrollable, was released in 2010","uncontrollable, 2010",36.36363636363636,0.0
233,233,233,totto_source/train_json/example-7266.json,"What major career event happened to Ben Chorley in 2015-2016, and where did he play before and after?","```json
{
 ""subquestions"": [
  {
   ""sq1"": ""What team did Ben Chorley play for in 2015-2016?"",
   ""reasoning"": ""To determine the major career event, we need to know what team he played for in the given season."",
   ""answer"": ""Bromley""
  },
  {
   ""sq2"": ""What team did Ben Chorley play for in 2014-2015?"",
   ""reasoning"": ""To identify the event, we need to know where he played the season before."",
   ""answer"": ""Portsmouth""
  },
  {
   ""sq3"": ""What team did Ben Chorley play for in 2016-2017?"",
   ""reasoning"": ""To identify the event, we need to know where he played the season after."",
   ""answer"": ""Bromley""
  }
 ],
 ""final_answer"": ""In 2015-2016, Ben Chorley moved from Portsmouth to Bromley. He continued playing for Bromley in the following season (2016-2017).""
}
```","After two seasons at Portsmouth, Ben Chorley joined National League club Bromley at the start of the 2015–16 season.","Moved from Portsmouth to Bromley 
","after 2 seasons at portsmouth, ben chorley joined national league club bromley at the start of the 2015-16 season",moved from portsmouth to bromley,18.18181818181818,0.0
234,234,234,totto_source/train_json/example-13531.json,"During the 24th Hong Kong Film Awards, what awards were Daniel Wu nominated for, and for which roles did he earn those nominations, respectively?","```json
{
 ""decomposition"": {
  ""sq1"": ""Identify the rows from the table that correspond to Daniel Wu's nominations at the 24th Hong Kong Film Awards."",
  ""sq2"": ""Extract the category and nominated work for each identified row."",
  ""sq3"": ""Combine the extracted information to answer the question.""
 },
 ""answers"": {
  ""sq1"": ""The relevant rows are:\n2005 | 24th Hong Kong Film Awards | Best Actor | One Nite in Mongkok | Nominated\n2005 | 24th Hong Kong Film Awards | Best Supporting Actor | New Police Story | Nominated"",
  ""sq2"": ""Daniel Wu was nominated for Best Actor for One Nite in Mongkok and Best Supporting Actor for New Police Story."",
  ""sq3"": ""At the 24th Hong Kong Film Awards, Daniel Wu was nominated for Best Actor for One Nite in Mongkok and Best Supporting Actor for New Police Story.""
 },
 ""final_answer"": ""Best Actor for One Nite in Mongkok and Best Supporting Actor for New Police Story.""
}
```","In 2005, Wu was nominated as best actor at the 24th Hong Kong Film Awards for his role in One Nite in Mongkok, and as best supporting actor for New Police Story.","Best Actor for One Nite in Mongkok and Best Supporting Actor for New Police Story 
","in 2005, wu was nominated as best actor at the 24 hong kong film awards for his role in 1 nite in mongkok, and as best supporting actor for new police story",best actor for 1 nite in mongkok and best supporting actor for new police story,65.21739130434783,0.0
235,235,235,totto_source/train_json/example-3851.json,"Which television series did Peter Graves play from 1967 to 1973, and 1988?","```json
{
 ""decomposition"": {
  ""sq1"": ""Identify the television series Peter Graves played from 1967 to 1973. (independent)"",
  ""sq2"": ""Identify the television series Peter Graves played in 1988. (independent)"",
  ""sq3"": ""Combine the results of sq1 and sq2. (depends on sq1, sq2)""
 },
 ""answers"": {
  ""Answer to sq1"": ""Mission: Impossible"",
  ""Answer to sq2"": ""Mission: Impossible"",
  ""Answer to sq3"": ""Mission: Impossible""
 },
 ""final_answer"": ""Mission: Impossible""
}
```","Peter Graves played the role of Jim Phelps in the television series Mission: Impossible, from 1967 to 1973 (original), and in 1988 (revival).","Mission: Impossible 
","peter graves played the role of jim phelps in the television series mission: impossible, from 1967 to 1973",mission: impossible,22.22222222222222,0.0
236,236,236,totto_source/train_json/example-4644.json,"What year, what season and what show did Henri Castelli appear as Pedro Rodrigues?","```json
  {
    ""sq1"": ""In what year did Henri Castelli appear as Pedro Rodrigues?"",
    ""sq2"": ""What season of the show did Henri Castelli appear as Pedro Rodrigues?"",
    ""sq3"": ""What show did Henri Castelli appear as Pedro Rodrigues?""
  }
```
```json
  {
    ""Answer to sq1"": ""2002"",
    ""Answer to sq2"": ""Season 9"",
    ""Answer to sq3"": ""Malhação""
  }
```
2002, Season 9, Malhação. 
",Castelli appeared in the ninth season of Malhação as Pedro Rodrigues.,"2002, Season 9, Malhação 
",castelli appeared in the ninth season of malhação as pedro rodrigues,"2002, season 9, malhação",28.571428571428577,0.0
237,237,237,totto_source/train_json/example-6868.json,When and how did Kristoffer Tabori appear in Dishonored?,"```json
  {
    ""sq1"": ""What year did Kristoffer Tabori appear in Dishonored?"",
    ""sq2"": ""What voice role did Kristoffer Tabori have in Dishonored?"",
    ""Answer to sq1"": ""2012"",
    ""Answer to sq2"": ""Lord Regent Hiram Burrows"",
    ""final_answer"": ""Kristoffer Tabori appeared in Dishonored in 2012, voicing the role of Lord Regent Hiram Burrows.""
  }
```","In 2012, Kristoffer Tabori voiced the character Lord Regent Hiram Burrows in the video game Dishonored.","2012, Lord Regent Hiram Burrows 
","in 2012, kristoffer tabori voiced the character lord regent hiram burrows in the video game dishonored","2012, lord regent hiram burrows",52.63157894736842,0.0
238,238,238,totto_source/train_json/example-13370.json,For which club and in which league did Kim Hyo-iL play in 2007 and 2008?,"```json
  {
    ""sq1"": ""What club did Kim Hyo-iL play for in 2007?"",
    ""sq2"": ""What league did Kim Hyo-iL play in during 2007?"",
    ""sq3"": ""What club did Kim Hyo-iL play for in 2008?"",
    ""sq4"": ""What league did Kim Hyo-iL play in during 2008?"",
    ""Answer to sq1"": ""Gyeongnam FC"",
    ""Answer to sq2"": ""K-League"",
    ""Answer to sq3"": ""Gyeongnam FC"",
    ""Answer to sq4"": ""K-League""
  }
```",Kim Hyo-il played for Gyeongnam FC in K-League from 2007 until 2008.,"Gyeongnam FC, K-League 
",kim hyo-il played for gyeongnam fc in k-league from 2007 until 2008,"gyeongnam fc, k-league",40.0,0.0
239,239,239,totto_source/train_json/example-13487.json,What were the votes and the percentage of the different candidates in the 2009 Illinois's 5th congressional district special election?,"```json
{
 ""decomposition"": {
  ""sq1"": ""What were the votes and percentages of Michael Quigley, Rosanna Pulido, and Matt Reichel in the 2009 Illinois's 5th congressional district special election?"",
  ""sq2"": ""What were the votes and percentages for Turnout in the 2009 Illinois's 5th congressional district special election?"",
  ""sq3"": ""What were the votes and percentages for Majority in the 2009 Illinois's 5th congressional district special election?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Michael Quigley received 30,561 votes, which was 69.2% of the total votes. Rosanna Pulido received 10,662 votes, which was 24.2% of the total votes. Matt Reichel received 2,911 votes, which was 6.6% of the total votes."",
  ""Answer to sq2"": ""Turnout received 44,134 votes."",
  ""Answer to sq3"": ""Majority received 19,899 votes, which was 45.1% of the total votes.""
 },
 ""final_answer"": ""Michael Quigley received 30,561 votes (69.2%), Rosanna Pulido received 10,662 votes (24.2%), Matt Reichel received 2,911 votes (6.6%), Turnout received 44,134 votes, and Majority received 19,899 votes (45.1%)""
}
```","Quigley won with 30,561 votes (69.2%); Pulido had 10,662 (24.2%) and Reichel had 2,911 (6.6%).","Michael Quigley: 30,561 (69.2%), Rosanna Pulido: 10,662 (24.2%), Matt Reichel: 2,911 (6.6%), Turnout: 44,134, Majority: 19,899 (45.1%) 
","quigley won with 30,561 votes","michael quigley: 30,561 (69.2%), rosanna pulido: 10,662 (24.2%), matt reichel: 2,911 (6.6%), turnout: 44,134, majority: 19,899 (45.1%)",18.18181818181818,0.0
240,240,240,totto_source/train_json/example-724.json,What television shows did Michael Clarke Duncan appear in in 2008?,"## Decomposition:

**sq1. Identify the rows corresponding to the year 2008. (independent)**

**sq2. Extract the show titles from the identified rows. (depends on sq1)** 

## Answers:

**Answer to sq1:** The rows corresponding to the year 2008 are: 
- 2008–2009 | Two and a Half Men | Jerome | Episode: ""The Two Finger Rule"" and ""The Mooch at the Boo""
- 2008 | The Suite Life of Zack & Cody | Coach Little | Episode: ""Benchwarmers""
- 2008 | Chuck | Colt | Episode: ""Chuck Versus the First Date""

**Answer to sq2:** The shows Michael Clarke Duncan appeared in in 2008 are: 
- Two and a Half Men 
- The Suite Life of Zack & Cody
- Chuck

## Final Answer:

Two and a Half Men, The Suite Life of Zack & Cody, Chuck. 
","In 2008, Michael Clarke Duncan appeared as Jerome in Two and a Half Men, as Coach Little in The Suite Life of Zack & Cody, and as Colt in Chuck.","Two and a Half Men, The Suite Life of Zack & Cody, Chuck 
","in 2008, michael clarke duncan appeared as jerome in 2 and a half men, as coach little in the suite life of zack & cody, and as colt in chuck","2 and a half men, the suite life of zack & cody, chuck",54.054054054054056,0.0
241,241,241,totto_source/train_json/example-4140.json,What roles did Akshat Chopra do after the year 2005?,"decomposition: |
    sq1. Identify the rows that represent Akshat Chopra's films released after 2005. (independent)
    sq2. Extract the 'Role' from the relevant rows. (depends on sq1)
  answers: |
    Answer to sq1: The relevant rows are:
      2009 | Slumdog Millionaire | Salim (Dubbing) | Hindi | -
      2008 | Thoda Pyaar Thoda Magic | Vashisht | Hindi | -
    Answer to sq2: Salim (Dubbing) and Vashisht 
  final_answer: Salim (Dubbing) and Vashisht. 
",Akshat Chopra played the role of Vashisht in the 2008 film Thoda Pyaar Thoda Magic and dubbed the voice of Saleem in Slumdog Millionaire.,"Salim (Dubbing) and Vashisht 
",akshat chopra played the role of vashisht in the 2008 film thoda pyaar thoda magic and dubbed the voice of saleem in slumdog millionaire,salim (dubbing) and vashisht,16.0,0.0
242,242,242,totto_source/train_json/example-13777.json,"When was Tea and Toast first released as a digital download independently and on a major record label, respectively?","```json
  decomposition: |
    sq1. When was Tea and Toast first released as a digital download independently? (independent)
    sq2. When was Tea and Toast first released as a digital download on a major record label? (independent)
  answers: |
    Answer to sq1: 13 July 2012
    Answer to sq2: 13 December 2013
  final_answer: 13 July 2012, 13 December 2013
```",The Tea and Toast album was first released independently in the United Kingdom as a digital download on 13 July 2012 and it was later released as a Digital Download by Columbia Records on 13 December 2013.,"13 July 2012, 13 December 2013 
",the tea and toast album was first released independently in the united kingdom as a digital download on 13 july 2012 and it was later released as a digital download by columbia records on 13 december 2013,"13 july 2012, 13 december 2013",30.76923076923077,0.0
243,243,243,totto_source/dev_json/example-1532.json,What world endurance record does Tommy Goodwin hold and when did he achieve it?,"```json
  decomposition: |
    sq1. When did Tommy Goodwin set his world endurance record? (independent)
    sq2. What distance did Tommy Goodwin achieve in his world endurance record? (depends on sq1)
  answers: |
    Answer to sq1: Tommy Goodwin set his world endurance record in 1939.
    Answer to sq2: Tommy Goodwin achieved a distance of 75,065 miles (120,805 km) in his world endurance record.
  final_answer: 1939, 75,065 miles (120,805 km)
```","In 1939, Tommy Godwin rode 75,065 mi (120,805 km).","1939, 75,065 miles (120,805 km) 
","in 1939, toy godwin rode 75,065 mi","1939, 75,065 miles (120,805 km)",33.33333333333333,0.0
