,Unnamed: 0.1,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
54,54,54,54,Basil_Wallace_0,Who was the director of the 1990 film in which Basil Wallace played Screwface ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row with the year '1990'. (independent)"",
  ""sq2. Extract the title of the film from the identified row. (depends on sq1)"",
  ""sq3. From the more_context, find the director associated with the film identified in sq2. (depends on sq2)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is: \n 1990 | Marked for Death | Screwface"",
  ""Answer to sq2: Marked for Death"",
  ""Answer to sq3: Dwight H. Little""
 ],
 ""final_answer"": ""Dwight H. Little""
}
```",Dwight H. Little,"Dwight H. Little 
",dwight h. little,dwight h. little,100.0,100.0
55,55,55,55,List_of_Delta_Sigma_Theta_chapters_1,"The institution chartered June 30 , 1934 is represented by what college marching band ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the row with the date 'June 30 , 1934'. (independent)"",
  ""sq2. Extract the institution name from the identified row. (depends on sq1)"",
  ""sq3. Use the context to find the college marching band associated with the institution. (depends on sq2)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n  Alpha Tau | June 30 , 1934 | Southern University and A & M College | Baton Rouge , Louisiana"",
  ""Answer to sq2: Southern University and A & M College"",
  ""Answer to sq3: The Human Jukebox""
 ],
 ""final_answer"": ""The Human Jukebox""
}
```",The Human Jukebox,"The Human Jukebox 
",the human jukebox,the human jukebox,100.0,100.0
56,56,56,56,UAE_Arabian_Gulf_League_5,How many UAE 's President Cup titles has the club that scored 25 goals in the 1991-92 UAE Pro League season won ?,"```json
  {
    ""sq1"": ""Identify the row corresponding to the 1991-92 season."",
    ""sq2"": ""Extract the club name from the identified row."",
    ""sq3"": ""Use the provided more_context to find the number of UAE's President Cup titles won by the extracted club."",
    ""sq4"": ""Combine the number of titles found in sq3 to get the final answer.""
  }
```

```json
  {
    ""sq1"": ""The relevant row is:\n1991-92 | Youssouf Atiq | Al Ahli | 25"",
    ""sq2"": ""Al Ahli"",
    ""sq3"": ""9"",
    ""sq4"": ""9""
  }
```

Final answer: 9",9,"9 
",9.0,9.0,100.0,100.0
57,57,57,57,List_of_Malayalam_films_before_1960_1,In what year did the Tamil actor die who acted in over 1000 films and directed the 1950 film that was produced by K. M. K. Menon ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row where the film was directed by the Tamil actor."",
  ""sq2. Extract the date of the film from the identified row."",
  ""sq3. Extract the year from the extracted date."",
  ""sq4. Identify the Tamil actor from the context."",
  ""sq5. Identify the year of the Tamil actor's death from the context."",
  ""sq6. Combine the year of the film and the year of the Tamil actor's death.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is: 6 | Chandrika | 24 August 1950 | V. S. Raghavan | "",
  ""Answer to sq2: 24 August 1950"",
  ""Answer to sq3: 1950"",
  ""Answer to sq4: V. S. Raghavan"",
  ""Answer to sq5: 2015"",
  ""Answer to sq6: 1950, 2015""
 ],
 ""final_answer"": ""1950, 2015""
}
```",2015,"1950, 2015 
",2015,2015,100.0,100.0
58,58,58,58,83rd_United_States_Congress_0,Where was the first senator to be installed in 1954 born ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the first senator to be installed in 1954."",
  ""sq2. Extract the senator's name from the identified row."",
  ""sq3. Find the additional context for the extracted senator's name."",
  ""sq4. Extract the senator's birthplace from the additional context.""
 ],
 ""answers"": [
  ""Answer to sq1: The first senator to be installed in 1954 is Eva Bowring."",
  ""Answer to sq2: Eva Bowring"",
  ""Answer to sq3: The additional context for \""Eva Bowring ( R )\"" is: Eva Kelly Bowring ( January 9 , 1892 - January 8 , 1985 ) was a U.S . Senator from Nebraska . Bowring was born in Nevada , Missouri . In 1928 , she married Arthur Bowring . They made their home at the Bowring Ranch near Merriman in Cherry County , Nebraska . Bowring was active in Republican politics in Nebraska . She was appointed to the United States Senate by Governor Robert B. Crosby to fill the vacancy caused by the death of Dwight Griswold , making her the first woman to represent Nebraska in the Senate . She served from April 16 , 1954 , to November 7 , 1954 . Incidentally , the fifteenth Senate term for Nebraska 's Class 2 seat , which lasted from January 3 , 1949 to January 3 , 1955 , was unusual in that it saw six Senators serve . Bowring was the fourth of these . After her service in the Senate , Bowring continued ranching near Merriman . She served part-time on the Board of Parole of the Department of Justice from 1956 to 1964 ."",
  ""Answer to sq4: Nevada, Missouri""
 ],
 ""final_answer"": ""Nevada, Missouri""
}
```",Nevada,"Nevada, Missouri 
",nevada,nevada,100.0,100.0
59,59,59,59,Live_with_Regis_and_Kelly_(season_20)_5,When was the female guest from February 11th born ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row corresponding to February 11th."",
  ""sq2. Identify the female guest from that row."",
  ""sq3. Find the birth date of the female guest from the more context section."",
  ""sq4. Combine the answers to form the final answer.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n February 11 | Regis Philbin & Kelly Ripa | Rachel Bilson , Enrique Iglesias , Beautiful Baby Week"",
  ""Answer to sq2: Rachel Bilson"",
  ""Answer to sq3: Not available"",
  ""Answer to sq4: Not available""
 ],
 ""final_answer"": ""Not available""
}
```","August 25 , 1981","Not enough information provided. 
","august 25 , 1981",not enough information provided,0.0,0.0
60,60,60,60,Andrzej_Mierzejewski_0,The stage 3 event in 1982 took place in a country that was founded in what year ?,"```json
{
 ""decomposition"": [
  {
   ""sq1"": ""Identify the row with the year '1982' and 'Stage 3' event."",
   ""reason"": ""We need to find the specific row for the event in question.""
  },
  {
   ""sq2"": ""Extract the country from the identified row."",
   ""reason"": ""We need to know which country the event was held in to find its founding year.""
  },
  {
   ""sq3"": ""From the context, find the year in which the country was founded."",
   ""reason"": ""We need to use the context to determine the founding year of the country.""
  }
 ],
 ""answers"": [
  {
   ""sq1"": ""The relevant row is:\n1982 | 1 | Stage 3 | Tour de Pologne | Giżycko | Poland"",
   ""reason"": ""This row matches the specified year and event.""
  },
  {
   ""sq2"": ""Poland"",
   ""reason"": ""This is the country listed in the identified row.""
  },
  {
   ""sq3"": ""966"",
   ""reason"": ""The context states that the establishment of Polish statehood can be traced to AD 966.""
  }
 ],
 ""final_answer"": ""966""
}
```",1025,"966 
",1025,966,0.0,0.0
61,61,61,61,List_of_stadiums_in_New_Zealand_0,How much did the number of residents of the city containing Rugby Park Stadium grow from 2006 to 2013 ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row with 'Rugby Park Stadium' in the 'Stadium' column. (independent)"",
  ""sq2. Extract the city from the identified row. (depends on sq1)"",
  ""sq3. Find the corresponding context for the extracted city. (depends on sq2)"",
  ""sq4. Extract the population figures for 2006 and 2013 from the extracted context. (depends on sq3)"",
  ""sq5. Calculate the difference between the population figures for 2013 and 2006. (depends on sq4)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n 14 | Rugby Park Stadium | 18,000 | Invercargill | Southland Rugby"",
  ""Answer to sq2: Invercargill"",
  ""Answer to sq3: The relevant context is:\n Invercargill ( /\u02cc\u026anv\u0259r\u02c8k\u0251\u02d0r\u0261\u026al/ , M\u0101ori : Waih\u014dpai ) is the southernmost and westernmost city in New Zealand , and one of the southernmost cities in the world . It is the commercial centre of the Southland region . The city lies in the heart of the wide expanse of the Southland Plains on the Oreti or New River some 18 km north of Bluff , which is the southernmost town in the South Island . It sits amid rich farmland that is bordered by large areas of conservation land and marine reserves , including Fiordland National Park covering the south-west corner of the South Island and the Catlins coastal region . Many streets in the city , especially in the centre and main shopping district , are named after rivers in Great Britain , mainly Scotland . These include the main streets Dee and Tay , as well as those named after the Tweed , Forth , Tyne , Esk , Don , Ness , Yarrow , Spey and Eye rivers . The 2013 census showed the population was 51,696 , up 2.7% on the 2006 census number ."",
  ""Answer to sq4: 2006: 50,000, 2013: 51,696"",
  ""Answer to sq5: 1,696""
 ],
 ""final_answer"": ""1,696""
}
```",2.7%,"1,696
",0.027000000000000003,1696.0,0.0,0.0
62,62,62,62,List_of_Phi_Beta_Sigma_chapters_2,"Which chapter is in a university that is due to change its name on June 30 , 2020 ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the rows where the institution column has a value corresponding to a university that is due to change its name on June 30, 2020."",
  ""sq2. Extract the chapter name from the identified rows.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n  Alpha Beta Omicron |  | Elmhurst College | Elmhurst , IL | Inactive"",
  ""Answer to sq2: Alpha Beta Omicron""
 ],
 ""final_answer"": ""Alpha Beta Omicron""
}
```",Elmhurst College,"Alpha Beta Omicron 
",elmhurst college,alpha beta omicron,0.0,0.0
63,63,63,63,Soviet_Union_at_the_1972_Winter_Olympics_0,In which event did this skater score almost a perfect mark where the three-time World medalist participated in ?,"## Decomposition:

**sq1:** Identify the skater who is a three-time World medalist. (Independent)
**sq2:** Identify the event where the identified skater participated. (Dependent on sq1)
**sq3:** Identify the event where the skater scored almost a perfect mark. (Independent)
**sq4:** Compare the results of sq2 and sq3 to get the final answer. (Dependent on sq2, sq3)

## Answers:

**Answer to sq1:** Sergei Chetverukhin is a three-time World medalist in Figure skating.
**Answer to sq2:** The event where Sergei Chetverukhin participated is Men's singles.
**Answer to sq3:** The event where the skater scored almost a perfect mark is not mentioned in the table.
**Answer to sq4:** There is no event in the table where a skater scored almost a perfect mark, so we cannot compare it to the event where Sergei Chetverukhin participated.

## Final Answer: 
Not mentioned in the table. 
",free skating,"Not enough information provided. 
",free skating,not enough information provided,0.0,0.0
64,64,64,64,Freddie_Highmore_0,What are the names of the two tigers in the 2004 movie with the character Raoul Normandin ?,"```json
  {
    ""sq1"": ""Identify the row corresponding to the movie with Raoul Normandin. (independent)"",
    ""sq2"": ""Extract the movie title from the identified row. (depends on sq1)"",
    ""sq3"": ""Identify the names of the two tigers in the movie identified in sq2 from the context. (depends on sq2)"",
    ""sq4"": ""Combine the names of the two tigers into the final answer. (depends on sq3)""
  }
```
```json
  {
    ""sq1"": ""The relevant row is:\n  2004 | Two Brothers | Raoul Normandin"",
    ""sq2"": ""Two Brothers"",
    ""sq3"": ""Kumal and Sangha"",
    ""sq4"": ""Kumal and Sangha""
  }
```
```json
  ""Kumal and Sangha""
```",Kumal and Sangha,"Kumal and Sangha 
",kumal and sangha,kumal and sangha,100.0,100.0
65,65,65,65,"List_of_county_routes_in_Delaware_County,_New_York_0",The shortest county route through Davenport ends at a route assigned what year ?,"```json
  {
    ""sq1"": ""Identify the county routes that go through Davenport"",
    ""sq2"": ""Identify the shortest county route among those identified in sq1"",
    ""sq3"": ""Identify the 'To' value of the shortest county route"",
    ""sq4"": ""Identify the year the route in sq3 was assigned"",
    ""sq5"": ""Combine the answer to sq4 to give the final answer""
  }
```
```json
  {
    ""sq1"": ""CR 9 and CR 10"",
    ""sq2"": ""CR 9"",
    ""sq3"": ""Otsego County line ( becomes CR 40 )"",
    ""sq4"": ""1924"",
    ""sq5"": ""1924""
  }
```
Final answer: 1924",1924,"1924 
",1924,1924,100.0,100.0
66,66,66,66,Salming_Trophy_0,The youngest player listed currently plays for what team ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the youngest player based on their birth year."",
  ""sq2. Identify the team of the youngest player.""
 ],
 ""answers"": [
  ""Answer to sq1: Lawrence Pilut (born 1995)"",
  ""Answer to sq2: HV71""
 ],
 ""final_answer"": ""HV71""
}
```",Rochester Americans,"HV71 
",rochester americans,hv71,0.0,0.0
67,67,67,67,Avinash_Sachdev_0,How long were individual stories in the show in which Avinash Sachdev played Ishaan in 2012 ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row with the year 2012 and the character 'Ishaan'. (independent)"",
  ""sq2. Extract the serial name from the identified row. (depends on sq1)"",
  ""sq3. Extract the duration of the serial from the table. (depends on sq2)"",
  ""sq4. Combine the duration of the serial with the '90 minutes' from the context. (depends on sq3)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n2012 | Teri Meri Love Stories | Ishaan | Star Plus"",
  ""Answer to sq2: Teri Meri Love Stories"",
  ""Answer to sq3: 90 minutes"",
  ""Answer to sq4: 90 minutes""
 ],
 ""final_answer"": ""90 minutes""
}
```",90 minute,"90 minutes 
",90.0,90.0,100.0,100.0
68,68,68,68,List_of_TVB_series_(1995)_0,What novel was adapted to create the television series which includes an actress born 17 September 1973 in its main cast ?,"## Decomposition:

sq1. Identify the row containing the actress born on 17 September 1973. (independent)
sq2. Extract the English title of the television series from the identified row. (depends on sq1)
sq3. Identify the novel that the extracted English title is adapted from. (depends on sq2)

## Answers:

Answer to sq1: The relevant row is:
  9 January- 3 Feb | The Romance of the White Hair Maiden 白髮魔女傳 | 20 | Ada Choi , Timmy Ho , Gary Chan | T : 等你到白頭 ( Mo Kai Yin & Cass Phang ) | Costume drama
Answer to sq2: The Romance of the White Hair Maiden 
Answer to sq3: Baifa Monü Zhuan

## Final Answer:

Baifa Monü Zhuan 
",Baifa Monü Zhuan,"Baifa Monü Zhuan 
",baifa monü zhuan,baifa monü zhuan,100.0,100.0
69,69,69,69,"National_Register_of_Historic_Places_listings_in_Faribault_County,_Minnesota_0","What is the listed date of the historic place that was completed in December 1892 at a cost of $ 70,000 ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the row containing the description 'Completed in December 1892 at a cost of $ 70,000.' (independent)"",
  ""sq2. Extract the listed date from the identified row. (depends on sq1)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:  | Faribault County Courthouse | April 11 , 1977 ( # 77000731 ) | 415 N. Main 43°38′33″N 94°06′11″W / 43.64237°N 94.103069°W / 43.64237 ; -94.103069 ( Faribault County Courthouse ) | Blue Earth | Courthouse built 1891-92 , exemplifying the late-19th century 's Richardsonian Romanesque public buildings"",
  ""Answer to sq2: April 11, 1977""
 ],
 ""final_answer"": ""April 11, 1977""
}
```",# 77000731,"April 11, 1977 
",77000731.0,"april 11, 1977",0.0,0.0
70,70,70,70,List_of_Bradford_City_A.F.C._players_0,What year did the nation that the player Adam Henley belongs to reach the quarter-finals of the FIFA World Cup ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row containing the player Adam Henley. (independent)"",
  ""sq2. Identify the nation of the player Adam Henley. (depends on sq1)"",
  ""sq3. Identify the year in which the nation identified in sq2 reached the quarter-finals of the FIFA World Cup. (depends on sq2)""
 ],
 ""answers"": [
  ""Answer to sq1: The row with Adam Henley is:"",
  ""Name | Nation | Years | Apps | Goals"",
  ""Adam Henley | Wales | 2019- | 19 | 0"",
  ""Answer to sq2: Wales"",
  ""Answer to sq3: 1958""
 ],
 ""final_answer"": ""1958""
}
```",1958,"1958 
",1958,1958,100.0,100.0
71,71,71,71,United_States_at_the_2011_Parapan_American_Games_0,"During the 2011 Parapan American games , the gold medalist in women 's 100 metre butterfly S9 was born in which year ?","```json
{
 ""decomposition"": [
  ""sq1. Identify the rows with the event 'Women 's 100 metre butterfly S9'."",
  ""sq2. Extract the name of the athlete from the identified row(s)."",
  ""sq3. Identify the athlete's name from the more context."",
  ""sq4. Extract the year of birth of the athlete from the more context.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nGold | Amanda Everlove | Swimming | Women 's 100 metre butterfly S9 | November 13\nGold | Anna Johannes | Swimming | Women 's 100 metre butterfly S9 | November 13"",
  ""Answer to sq2: Amanda Everlove and Anna Johannes"",
  ""Answer to sq3: Amanda Everlove"",
  ""Answer to sq4: 1988 or 1989""
 ],
 ""final_answer"": ""1988 or 1989""
}
```",1993,"1988 or 1989 
",1993,1988 or 1989,0.0,0.0
72,72,72,72,List_of_ECAC_Hockey_Best_Defensive_Forward_1,Which team does the 2011-12 ECAC Hockey Best Defensive Forward currently play for ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row that corresponds to the 2011-12 season."",
  ""sq2. Extract the winner's name from the identified row."",
  ""sq3. Extract the winner's school from the identified row."",
  ""sq4. Combine the winner's school into a final answer.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n  2011-12 | Kelly Zajac | Center | Union"",
  ""Answer to sq2: Kelly Zajac"",
  ""Answer to sq3: Union"",
  ""Answer to sq4: Union""
 ],
 ""final_answer"": ""Union""
}
```",Hershey Bears,"Union 
",hershey bears,union,0.0,0.0
73,73,73,73,List_of_Massachusetts_Institute_of_Technology_alumni_3,"What did the person with a date of 1983 leave on May 23 , 2011 ?","## Decomposition:

sq1. Identify the row corresponding to the year 1983. (independent)
sq2. Extract the name of the person in the identified row. (depends on sq1)
sq3. Determine what that person left on May 23, 2011. (depends on sq2, more context)

## Answers:

Answer to sq1: The relevant row is:
  Catherine Cady Coleman | SB - Chemistry | 1983 | STS-73 , STS-93

Answer to sq2: Catherine Cady Coleman

Answer to sq3: According to the provided context, Catherine Cady Coleman departed the International Space Station on May 23, 2011, as a crew member of Expedition 27. 

## Final answer:

International Space Station 
",International Space Station,"International Space Station 
",international space station,international space station,100.0,100.0
74,74,74,74,Chris_Innis_0,Among the Apprentice Editor positions what is the name of the other personnel involved that won the second best director Oscar in 1993 ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the rows with the 'Apprentice Editor' position."",
  ""sq2. Extract the 'Other Personnel' names from the identified rows."",
  ""sq3. Identify the 'Other Personnel' name that won the second best director Oscar in 1993.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant rows are: \nJFK | Apprentice Editor | Director Oliver Stone\nIndecent Proposal | Apprentice Editor | Director Adrian Lyne"",
  ""Answer to sq2: Director Oliver Stone, Director Adrian Lyne"",
  ""Answer to sq3: Director Oliver Stone""
 ],
 ""final_answer"": ""Director Oliver Stone""
}
```",William Oliver Stone,"Director Oliver Stone 
",william oliver st1,director oliver st1,66.66666666666666,0.0
75,75,75,75,List_of_Colby_College_Alumni_5,How many years was the show on TV about the set of novels written by the before class of 1993 alumni famous for her teen novels ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row with the class 1993. (independent)"",
  ""sq2. Extract the name from the identified row. (depends on sq1)"",
  ""sq3. Extract the Notability description from the identified row. (depends on sq1)"",
  ""sq4. Identify the phrase 'Gossip Girl' in the Notability description. (depends on sq3)"",
  ""sq5. Find the relevant information in the more context about Gossip Girl. (depends on sq4)"",
  ""sq6. Extract the TV show duration from the Gossip Girl description. (depends on sq5)"",
  ""sq7. Extract the year difference from the TV show duration. (depends on sq6)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nStephanie Doyon | 1993 | Novelist , best known for The Greatest Man in Cedar Hole"",
  ""Answer to sq2: Stephanie Doyon"",
  ""Answer to sq3: Novelist , best known for The Greatest Man in Cedar Hole"",
  ""Answer to sq4: The Notability description does not contain the phrase 'Gossip Girl'."",
  ""Answer to sq5: The relevant Gossip Girl description is: Gossip Girl is an American teen drama television series based on the book series of the same name written by Cecily von Ziegesar . The series , created by Josh Schwartz and Stephanie Savage , originally ran on The CW network for six seasons from September 19 , 2007 , to December 17 , 2012 ."",
  ""Answer to sq6: The show ran for six seasons from September 19 , 2007 , to December 17 , 2012."",
  ""Answer to sq7: 2012 - 2007 = 5""
 ],
 ""final_answer"": ""5""
}
```",six,"5 
",6.0,5.0,0.0,0.0
76,76,76,76,Doug_TenNapel_0,What are the best-known publications of the publisher of the 2004 work by Doug TenNapel ?,"## Decomposition:

**sq1.** Identify the publisher of the work by Doug TenNapel in 2004. (independent)
**sq2.** Identify the best-known publications of the publisher identified in sq1. (depends on sq1)

## Answers:

**Answer to sq1:**
The 2004 work by Doug TenNapel is ""Tommysaurus Rex"" and it was published by Image Comics.
**Answer to sq2:**
The best-known publications of Image Comics are The Walking Dead, Spawn, Saga, and Kick-Ass.

## Final Answer:
The Walking Dead, Spawn, Saga, and Kick-Ass. 
","The Walking Dead , Spawn , Saga , and Kick-Ass","The Walking Dead, Spawn, Saga, and Kick-Ass 
","the walking dead , spawn , saga , and kick-ass","the walking dead, spawn, saga, and kick-ass",100.0,100.0
77,77,77,77,Science_fiction_films_in_India_1,The movie released in 1990 is a sequel to what movie ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row corresponding to the movie released in 1990. (independent)"",
  ""sq2. Extract the title of the movie released in 1990. (depends on sq1)"",
  ""sq3. Identify the row containing information about the movie that the 1990 movie is a sequel to. (independent)"",
  ""sq4. Extract the title of the movie that the 1990 movie is a sequel to. (depends on sq3)""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nAdhisaya Manithan | 1990 | Tamil | It is a sequel to blockbuster Nalaya Manithan in which the zombie killed in the end , still lives and hunts human trespassers in an abandoned mansion"",
  ""Answer to sq2: Adhisaya Manithan"",
  ""Answer to sq3: The relevant row is:\nNalaya Manithan | 1989 | Tamil | Set in the 21st century a doctor finds a drug that can give back life to dead upon injecting it to a dead body within 2 hours of death . After testing it on a human subject he discovers that the zombie he created is immortal"",
  ""Answer to sq4: Nalaya Manithan""
 ],
 ""final_answer"": ""Nalaya Manithan""
}
```",Nalaya Manithan,"Nalaya Manithan 
",nalaya manithan,nalaya manithan,100.0,100.0
78,78,78,78,South_Wales_Premiership_0,What is the location of the rugby team that won the Wales Premier League in 2017 after defeating the Torfaen Tigers in the league 's Grand Final ?,"## Decomposition:

**sq1.** Identify the row containing the team that won the Wales Premier League in 2017 after defeating the Torfaen Tigers in the league's Grand Final. (independent)
**sq2.** Extract the location of the team from the identified row. (depends on sq1)

## Answers:

**Answer to sq1:** The context provides that the Valley Cougars won the Wales Premier League in 2017 after defeating the Torfaen Tigers.  The row corresponding to the Valley Cougars is:
> Valley Cougars | 2001 | Nelson | Welsh Premier : 2008 , 2010

**Answer to sq2:** The location of the Valley Cougars is Nelson.

## Final Answer:

Nelson 
",Nelson,"Nelson 
",nelson,nelson,100.0,100.0
79,79,79,79,Croatia_at_the_Olympics_0,What Croatian town is the birthplace of the taekwondo athlete who competed in the Women 's 57 kg at the Olympics that was awarded to its host country on on 13 July 2001 ?,"```json
{
 ""sq1"": ""Identify the Olympic Games which were awarded to its host country on 13 July 2001."",
 ""sq2"": ""Identify the row corresponding to the identified Olympic Games."",
 ""sq3"": ""Identify the sport the athlete competed in."",
 ""sq4"": ""Identify the athlete's name and the event they competed in from the identified row."",
 ""sq5"": ""Identify the birthplace of the athlete from the more_context."",
 ""sq6"": ""Combine the athlete's birthplace from the more_context to form the final answer.""
}
```
```json
{
 ""sq1"": ""2008 Summer Olympics"",
 ""sq2"": ""Bronze | Martina Zubčić | 2008 Beijing | Taekwondo | Women 's 57 kg"",
 ""sq3"": ""Taekwondo"",
 ""sq4"": ""Martina Zubčić, Women 's 57 kg"",
 ""sq5"": ""Zagreb"",
 ""sq6"": ""Zagreb""
}
```
```json
{
 ""final_answer"": ""Zagreb""
}
```",Senj,"Zagreb 
",senj,zagreb,0.0,0.0
80,80,80,80,List_of_fictional_turtles_3,Which character became popular in the United States during the 1970s because of UHF tv stations with Saturday afternoon matinée showcases ?,"## Decomposition:

**sq1. Identify the rows related to characters becoming popular in the United States. (Independent)**
**sq2. Identify the characters that gained popularity in the 1970s. (Depends on sq1)**

## Answers:

**Answer to sq1:** The ""Notes"" column contains information about character popularity.  
**Answer to sq2:**  The note mentioning popularity in the 1970s is: ""In the United States , Gamera attained prominence during the 1970s due to the burgeoning popularity of UHF television stations featuring Saturday afternoon matin\u00e9e showcases like Creature Double Feature...""

## Final Answer: 

Gamera 
",Gamera,"Gamera 
",gamera,gamera,100.0,100.0
81,81,81,81,Bureau_of_the_European_Parliament_0,What is the birthday of the Luxembourg district person ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the row of the table that represents the Luxembourg district."",
  ""sq2. Extract the name of the person from the identified row."",
  ""sq3. Look up the birthday of the person from the additional context."",
  ""sq4. Combine the birthday from the additional context into a final answer.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\nAstrid Lulling | Quaestor | European People 's Party | Luxembourg"",
  ""Answer to sq2: Astrid Lulling"",
  ""Answer to sq3: 11 June 1929"",
  ""Answer to sq4: 11 June 1929""
 ],
 ""final_answer"": ""11 June 1929""
}
```",11 June 1929,"11 June 1929 
",11 june 1929,11 june 1929,100.0,100.0
82,82,82,82,List_of_Dutch_Top_40_number-one_singles_of_2007_0,How many weeks did the artist that later joined The Toppers spend at number 1 ?,"## Decomposition:

**sq1.** Identify the artist that later joined The Toppers. (independent)
**sq2.** Identify the number of weeks that artist spent at number 1. (depends on sq1)

## Answers:

**Answer to sq1:** The artist that later joined The Toppers is Jan Smit. 
**Answer to sq2:** Jan Smit spent 6 weeks at number 1.

## Final Answer: 
6 weeks 
",6,"6 weeks 
",6.0,6.0,100.0,100.0
83,83,83,83,List_of_Montreal_Canadiens_award_winners_2,Which trophy was introduced in the season that the retired ice hockey forward from Sweden played in ?,"```json
{
 ""decomposition"": [
  ""sq1. Identify the season when the retired ice hockey forward from Sweden played."",
  ""sq2. Identify the trophy introduced in the season identified in sq1.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is: Mats Naslund | Forward | 1982-83"",
  ""Answer to sq2: The 1985-86 NHL season saw the league's Board of Governors introduce the Presidents' Trophy.""
 ],
 ""final_answer"": ""Presidents' Trophy""
}
```",Presidents ' Trophy,"Presidents' Trophy 
",presidents ' trophy,presidents' trophy,100.0,100.0
84,84,84,84,List_of_French-language_films_6,Who was the actor who played the wandering criminal of the 1960 film directed by Jean-Luc Godard ?,"```json
{
 ""decomposition"": [
  ""sq1: Identify the film directed by Jean-Luc Godard in the year 1960."",
  ""sq2: Extract the English title of the identified film."",
  ""sq3: Use the provided additional context to find the actor who played the wandering criminal in the film identified in sq2.""
 ],
 ""answers"": [
  ""Answer to sq1: The relevant row is:\n  1960 | À bout de souffle | Breathless | Jean-Luc Godard"",
  ""Answer to sq2: Breathless"",
  ""Answer to sq3: Jean-Paul Belmondo""
 ],
 ""final_answer"": ""Jean-Paul Belmondo""
}
```",Jean-Paul Belmondo,"Jean-Paul Belmondo 
",jean-paul belmondo,jean-paul belmondo,100.0,100.0
85,85,85,85,2012_LPGA_of_Japan_Tour_0,Who was the winner for the June competition that was held at the Rokko International Golf Club ?,"## Decomposition:

**sq1. Identify the row corresponding to the June competition at Rokko International Golf Club.** (independent)
**sq2. Extract the winner's name from the identified row.** (depends on sq1)

## Answers:

**Answer to sq1:**  The relevant row is:
  Jun 7-10 | Suntory Ladies Open | Hyogo | 100,000,000 | Kim Hyo-joo ( am ) ( n/a ) 

**Answer to sq2:** Kim Hyo-joo

## Final Answer:

Kim Hyo-joo 
",Kim Hyo-joo,"Kim Hyo-joo 
",kim hyo-joo,kim hyo-joo,100.0,100.0
86,86,86,86,List_of_Ottoman_domes_0,The Ottoman dome with a diameter of 19 m was a memorial Şehzade Mehmed who died in what year ?,"## Decomposition:

**sq1.** Identify the row corresponding to the mosque with a diameter of 19m. (independent)
**sq2.** Extract the name of the mosque from the identified row. (depends on sq1)
**sq3.**  Find the year of death for Şehzade Mehmed from the mosque name and the more context. (depends on sq2)

## Answers:

**Answer to sq1:** The relevant row is:
  19 | Şehzade Mosque | Istanbul | 1548

**Answer to sq2:** Şehzade Mosque

**Answer to sq3:**  According to the more context, the Şehzade Mosque was commissioned by Suleiman the Magnificent as a memorial to his son Şehzade Mehmed who died in 1543.

## Final Answer: 1543 
",1543,"1543 
",1543,1543,100.0,100.0
