,Unnamed: 0.1,Unnamed: 0,index,table_id,question,response,answer,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
1414,1414,1414,1425,Eastern_Bloc_politics_2,What brutal and sometimes lethal action is the organization noted near protests that were sparked by a sudden increase of prices of food and other everyday items known for ?,"```python
# 1. What organization is noted near protests that were sparked by a sudden increase of prices of food and other everyday items? (independent, support=[Known for brutal and sometimes lethal actions of quelling civil rights protests and riot control , including the 1968 Polish political crisis , the Martial law in Poland , and the Polish 1970 protests ,The Polish 1970 Strikes ( Polish : Grudzie\u0144 1970 , December 1970 ) occurred in northern Poland in December 1970 . The protests were sparked by a sudden increase of prices of food and other everyday items . As a result of the strikes , which were put down by the Polish People 's Army and the Citizen 's Militia , at least 42 people were killed and more than 1,000 wounded .])
organization = 'ZOMO'
# 2. What brutal and sometimes lethal action is the organization noted in 1 known for? (independent, support=[ZOMO ,Known for brutal and sometimes lethal actions of quelling civil rights protests and riot control , including the 1968 Polish political crisis , the Martial law in Poland , and the Polish 1970 protests])
action = 'brutal and sometimes lethal actions of quelling civil rights protests and riot control'
print(action)
#DONE
```",riot control,"brutal and sometimes lethal actions of quelling civil rights protests and riot control
",riot control,riot control,100.0,100.0
1415,1415,1415,1426,American_Champion_Three-Year-Old_Male_Horse_1,In what year was championship attained for the horse who was sired by Sword Dancer ?,"```python
# 1. Which horse was sired by Sword Dancer? (independent, support=[Damascus (horse)])
sired_horse = 'Damascus'
# 2. In what year did Damascus win the championship? (independent, support=[1967 | Damascus | Frank Y. Whiteley Jr | Edith W. Bancroft,Damascus (horse)])
year = 1967
# 3. In what year was championship attained for the horse who was sired by Sword Dancer? (depends on 1 and 2, support=[])
print(year)
#DONE
```",1967,"1967
",1967,1967,100.0,100.0
1416,1416,1416,1427,2012_Aerobic_Gymnastics_World_Championships_2,What communist state formed after a revolution in the nation with 21.000 points by a pair at the Aerobic Gymnastics World Championships of 2012 ?,"```python
# 1. What is the name of the nation with 21.000 points at the Aerobic Gymnastics World Championships of 2012? (independent, support=[Rank | Gymnasts | Country | Score, 5 | Aleksei Germanov , Polina Amosenok | Russia | 21.000])
nation_name = ""Russia""
# 2. What communist state formed after a revolution in the nation with 21.000 points at the Aerobic Gymnastics World Championships of 2012? (depends on 1, support=[Russia: ""Russia ( Russian : \u0420\u043e\u0441\u0441\u0438\u0301\u044f , tr . Rossiya , IPA : [ r\u0250\u02c8s\u02b2ij\u0259 ] ) , or the Russian Federation , [ e ] is a European country located in Eastern Europe with a vast expanse of territory that stretches across Northern Asia . At 17,125,200 square kilometres ( 6,612,100 sq mi ) , it is by far the largest country in the world by area , covering more than one-eighth of the Earth 's inhabited land area , spanning eleven time zones , and bordering 16 sovereign nations . The territory of Russia extends from the Baltic Sea in the west to the Pacific Ocean in the east , and from the Arctic Ocean in the north to the Black Sea and the Caucasus in the south . With 146.7 million inhabitants living in the country 's 85 federal subjects as of 2020 , Russia is the most populous nation in Europe and the ninth-most populous nation in the world . Russia 's capital and largest city is Moscow ; other major urban areas include Saint Petersburg , Novosibirsk , Yekaterinburg , Nizhny Novgorod , Kazan and Chelyabinsk . The East Slavs emerged as a recognizable group in Europe between the 3rd and 8th centuries AD . Founded and ruled by a Varangian warrior elite and their descendants , the medieval state of Rus arose in the 9th century . In 988 it adopted Orthodox Christianity from the Byzantine Empire , beginning the synthesis of Byzantine and Slavic cultures that defined Russian culture for the next millennium . Rus ultimately disintegrated into a number of smaller states , until it was finally reunified by the Grand Duchy of Moscow in the 15th century . By the 18th century , the nation had greatly expanded through conquest , annexation , and exploration to become the Russian Empire , which was the third largest empire in history , stretching from Poland on the west to Alaska on the east . Following the Russian Revolution , the Russian Soviet Federative Socialist Republic ( Russian SFSR ) became the largest and leading constituent of the Union of Soviet Socialist Republics ( USSR/Soviet Union ) , the world 's first constitutionally socialist state .""])
ans = ""Soviet Union""
print(ans)
#DONE
```",Union of Soviet Socialist Republics,"Soviet Union
",union of soviet socialist republics,soviet union,57.14285714285715,0.0
1417,1417,1417,1428,2007_IAAF_World_Road_Running_Championships_3,Which century did Europeans begin to take over the home country of Deena Kastor ?,"```python
# 1. What is the home country of Deena Kastor? (independent, support=[United States | Deena Kastor Katie McGregor Tara Storage])
home_country = ""United States""
# 2. Which century did Europeans begin to take over the United States? (independent, support=[The United States of America ( USA ) , commonly known as the United States ( U.S. or US ) or America , is a country consisting of 50 states , a federal district , five major self-governing territories , and various possessions . [ g ] At 3.8 million square miles ( 9.8 million km2 ) , it is the world 's third or fourth-largest country by total area [ b ] and is slightly smaller than the entire continent of Europe . Most of the country is located in central North America between Canada and Mexico . With an estimated population of over 328 million , the U.S. is the third most populous country in the world . The capital is Washington , D.C. , and the most populous city is New York City . Paleo-Indians migrated from Siberia to the North American mainland at least 12,000 years ago . European colonization began in the 16th century . The United States emerged from the thirteen British colonies established along the East Coast . Numerous disputes between Great Britain and the colonies led to the American Revolutionary War lasting between 1775 and 1783 , leading to independence . The United States embarked on a vigorous expansion across North America throughout the 19th century - gradually acquiring new territories , displacing Native Americans , and admitting new states - until by 1848 it spanned the continent . During the second half of the 19th century , the American Civil War led to the abolition of slavery in the United States . The Spanish-American War and World War I confirmed the country 's status as a global military power .])
century = 16
print(century)
#DONE
```",16th,"16
",16.0,16.0,100.0,100.0
1418,1418,1418,1429,1939_College_Football_All-America_Team_0,"What is the nickname of this football player , military pilot , actor , and sports broadcaster who played for this team with the most all-time wins in college football history ?","```python
# 1. Who is the football player , military pilot , actor , and sports broadcaster? (independent, support=[Tom Harmon: Thomas Dudley Harmon ( September 28 , 1919 - March 15 , 1990 ) , sometimes known by the nickname Old 98 , was an American football player , military pilot , actor , and sports broadcaster . Harmon grew up in Gary , Indiana , and played college football at the halfback position for the University of Michigan from 1938 to 1940 . He led the nation in scoring and was a consensus All-American in both 1939 and 1940 and won the Heisman Trophy , the Maxwell Award , and the Associated Press Athlete of the Year award in 1940 . He was inducted into the College Football Hall of Fame in 1954 . During World War II , Harmon served as a pilot in the U.S. Army Air Forces . In April 1943 , he was the sole survivor of the crash of a bomber he piloted in South America en route to North Africa . Six months later , while flying a P-38 Lightning , he was shot down in a dogfight with Japanese Zeros near Kiukiang in China . After the war , Harmon played two seasons of professional football for the Los Angeles Rams and had the longest run from scrimmage during the 1946 NFL season . He later pursued a career in sports broadcasting and was the play-by-play announcer for the first televised Rose Bowl in the late 1940s and worked for CBS from 1950 to 1962 . He later hosted a 10-minute daily sports show on the ABC radio network in the 1960s and worked as the sports anchor on the KTLA nightly news from 1958 to 1964 . He also handled play-by-play responsibility on broadcasts of UCLA football games in the 1960s and 1970s .])
player = ""Tom Harmon""
# 2. What team has the most all-time wins in college football history? (independent, support=[The Michigan Wolverines football program represents the University of Michigan in college football at the NCAA Division I Football Bowl Subdivision ( formerly Division I-A ) level . Michigan has the most all-time wins in college football history . The team is known for its distinctive winged helmet , its fight song , its record-breaking attendance figures at Michigan Stadium , and its many rivalries , particularly its annual , regular-season-ending game against Ohio State , known simply as The Game , once voted as ESPN 's best sports rivalry . Michigan began competing in intercollegiate football in 1879 . The Wolverines joined the Big Ten Conference at its inception in 1896 , and other than a hiatus from 1907 to 1916 , have been members since . Michigan has won or shared 42 league titles , and , since the inception of the AP Poll in 1936 , has finished in the top 10 a total of 38 times . The Wolverines claim 11 national championships , most recently that of the 1997 squad voted atop the final AP Poll . From 1900 to 1989 , Michigan was led by a series of nine head coaches , each of whom has been inducted into the College Football Hall of Fame either as a player or as a coach . Fielding H. Yost became Michigan 's head coach in 1901 and guided his Point-a-Minute squads to a streak of 56 games without a defeat , spanning from his arrival until the season finale in 1905 , including a victory in the 1902 Rose Bowl , the first college football bowl game ever played . Fritz Crisler brought his winged helmet from Princeton University in 1938 and led the 1947 Wolverines to a national title and Michigan 's second Rose Bowl win . Bo Schembechler coached the team for 21 seasons ( 1969-1989 ) in which he won 13 Big Ten titles and 194 games , a program record . The first decade of his tenure was underscored by a fierce competition with his former mentor , Woody Hayes , whose Ohio State Buckeyes squared off against Schembechler 's Wolverines in a stretch of the Michigan-Ohio State rivalry dubbed the Ten-Year War .])
team = ""Michigan""
# 3. Did the football player play for the team? (depends on 1 and 2, support=[Tom Harmon: Thomas Dudley Harmon ( September 28 , 1919 - March 15 , 1990 ) , sometimes known by the nickname Old 98 , was an American football player , military pilot , actor , and sports broadcaster . Harmon grew up in Gary , Indiana , and played college football at the halfback position for the University of Michigan from 1938 to 1940 . He led the nation in scoring and was a consensus All-American in both 1939 and 1940 and won the Heisman Trophy , the Maxwell Award , and the Associated Press Athlete of the Year award in 1940 . He was inducted into the College Football Hall of Fame in 1954 . During World War II , Harmon served as a pilot in the U.S. Army Air Forces . In April 1943 , he was the sole survivor of the crash of a bomber he piloted in South America en route to North Africa . Six months later , while flying a P-38 Lightning , he was shot down in a dogfight with Japanese Zeros near Kiukiang in China . After the war , Harmon played two seasons of professional football for the Los Angeles Rams and had the longest run from scrimmage during the 1946 NFL season . He later pursued a career in sports broadcasting and was the play-by-play announcer for the first televised Rose Bowl in the late 1940s and worked for CBS from 1950 to 1962 . He later hosted a 10-minute daily sports show on the ABC radio network in the 1960s and worked as the sports anchor on the KTLA nightly news from 1958 to 1964 . He also handled play-by-play responsibility on broadcasts of UCLA football games in the 1960s and 1970s .])
played_for_team = True
# 4. What is the nickname of this football player? (depends on 1, support=[Tom Harmon: Thomas Dudley Harmon ( September 28 , 1919 - March 15 , 1990 ) , sometimes known by the nickname Old 98 , was an American football player , military pilot , actor , and sports broadcaster . Harmon grew up in Gary , Indiana , and played college football at the halfback position for the University of Michigan from 1938 to 1940 . He led the nation in scoring and was a consensus All-American in both 1939 and 1940 and won the Heisman Trophy , the Maxwell Award , and the Associated Press Athlete of the Year award in 1940 . He was inducted into the College Football Hall of Fame in 1954 . During World War II , Harmon served as a pilot in the U.S. Army Air Forces . In April 1943 , he was the sole survivor of the crash of a bomber he piloted in South America en route to North Africa . Six months later , while flying a P-38 Lightning , he was shot down in a dogfight with Japanese Zeros near Kiukiang in China . After the war , Harmon played two seasons of professional football for the Los Angeles Rams and had the longest run from scrimmage during the 1946 NFL season . He later pursued a career in sports broadcasting and was the play-by-play announcer for the first televised Rose Bowl in the late 1940s and worked for CBS from 1950 to 1962 . He later hosted a 10-minute daily sports show on the ABC radio network in the 1960s and worked as the sports anchor on the KTLA nightly news from 1958 to 1964 . He also handled play-by-play responsibility on broadcasts of UCLA football games in the 1960s and 1970s .])
nickname = ""Old 98""
print(nickname)
#DONE
```",Old 98,"Old 98
",old 98,old 98,100.0,100.0
1419,1419,1419,1430,Elections_in_Tamil_Nadu_1,In what election year was the Winning Party/Coalition the one that is currently in power in Tamil Nadu ?,"```python
# 1. What is the current ruling party in Tamil Nadu? (independent, support=[All India Anna Dravida Munnetra Kazhagam: All India Anna Dravida Munnetra Kazhagam ( AIADMK ) ( transl . All India Anna Dravidian Progressive Federation ) is a regional political party in the Indian state of Tamil Nadu and union territory of Puducherry . It is currently in power in Tamil Nadu , and is part of the India ruling political front National Democratic Alliance ( NDA ) .])
current_ruling_party = ""AIADMK""
# 2. In what election years did AIADMK win? (independent, support=[Election Year | Winning Party/Coalition | Seats Won - Seats Lost, 2002-03 | AIADMK | 5-0, 2004-05 | AIADMK | 2-1, 2012-2013 | AIADMK | 1-0, 2015-2016 | AIADMK | 1-0, 2016-2017 | AIADMK | 3-0])
election_years = [""2002-03"", ""2004-05"", ""2012-2013"", ""2015-2016"", ""2016-2017""]
# 3. What is the election year that corresponds to the current ruling party? (depends on 1 and 2, support=[])
ans = election_years[-1]
print(ans)
#DONE
```",2002-03,"2016-2017
",2002-2003,2016-2017,0.0,0.0
1420,1420,1420,1431,Madhavi_(actress)_2,What is the setting of the 1982 film in which Madhavi played Siji ?,"```python
# 1. Which film in 1982 did Madhavi play Siji? (independent, support=[Year | Film | Role | Cast | Direction, 1982 | Sindoora Sandhyakku Mounam | Siji | Mohanlal | ])
film_name = ""Sindoora Sandhyakku Mounam""
# 2. What is the setting of the film identified in 1? (independent, support=[Sindoora Sandhyakku Mounam is a 1982 Malayalam film directed by I. V. Sasi and written by Priyadarshan based the Hollywood title Psych-Out . The film stars Lakhsmi , Madhavi , Ratheesh , Mohanlal , Kuthiravattom Pappu and Prathap Pothen . The whole film is set in the city of Kathmandu .])
setting = ""Kathmandu""
# 3. What is the setting of the 1982 film in which Madhavi played Siji? (depends on 1 and 2, support=[])
print(setting)
#DONE
```",Kathmandu,"Kathmandu
",kathmandu,kathmandu,100.0,100.0
1421,1421,1421,1432,American_Champion_Three-Year-Old_Male_Horse_2,The trainer of the horse Capot was born in what year ?,"```python
# 1. What is the trainer of Capot? (independent, support=[Year | Horse | Trainer | Owner, 1949 | Capot | John M. Gaver , Sr | Greentree Stable])
trainer_name = ""John M. Gaver , Sr""
# 2. What is the birth year of John M. Gaver, Sr? (independent, support=[John M. Gaver, Sr: John Milton Gaver Sr. ( October 29 , 1900 - July 11 , 1982 ) was an American Hall of Fame Thoroughbred racehorse trainer .])
birth_year = 1900
# 3. The trainer of the horse Capot was born in what year ? (depends on 1 and 2, support=[])
print(birth_year)
#DONE
```",1900,"1900
",1900,1900,100.0,100.0
1422,1422,1422,1433,2001_IAAF_World_Half_Marathon_Championships_1,What is the rank of the athlete who won the individual and team silver medals at the 1999 IAAF World Half Marathon Championships ?,"```python
# 1. Find the athlete who won the individual and team silver medals at the 1999 IAAF World Half Marathon Championships. (independent, support=[Mizuki Noguchi: Mizuki Noguchi ( 野口みずき , Noguchi Mizuki , born July 3 , 1978 ) is a Japanese professional long-distance runner who specialises in the marathon event . She is an Olympic champion over the distance . Initially starting out as a track and cross country athlete , her first major success was becoming the Asian cross country champion at age 21 . She soon switched to road running , however , focusing on the half marathon . She won the individual and team silver medals at the 1999 IAAF World Half Marathon Championships , and won a second team silver with a fourth-place finish at the same competition in 2000 . A switch to the marathon event demonstrated her talents further : She won the Nagoya and Osaka Women 's Marathons , and took the silver medal in the marathon at the 2003 World Championships in Athletics . Her good form continued and she became the Olympic champion in the marathon at the 2004 Athens Olympics . She won the Berlin Marathon the following year , setting world records at 25 km and 30 km along the way , and finishing with a personal best of 2:19:12 - a course record in Berlin and a new Asian record for the distance . The 25K world record was beaten by Mary Keitany of Kenya in 2010 , who ran the distance in 1:19:53 hours . Before the 2008 Summer Olympics in Beijing , Noguchi had set the second fastest time in the world for the previous year . However , she was ruled out of all competitions after tests revealed that she had fatigue and a muscular back problem . She missed the Olympics and the entire 2009 and 2010 seasons as a result .])
athlete_name = ""Mizuki Noguchi""
# 2. Find the rank of the athlete. (depends on 1, support=[Rank | Athlete | Nationality | Time | Notes
#  | Paula Radcliffe | Great Britain | 1:06:47 | CR
#  | Susan Chepkemei | Kenya | 1:07:36 | PB
#  | Berhane Adere | Ethiopia | 1:08:17 | PB
#  4 | Mizuki Noguchi | Japan | 1:08:23 | PB
#  5 | Jeļena Prokopčuka /Čelnova | Latvia | 1:08:43 | PB
#  6 | Elana Meyer | South Africa | 1:08:56 | PB
#  7 | Olivera Jevtić | FR Yugoslavia | 1:09:51 | PB
#  8 | Isabella Ochichi | Kenya | 1:10:01 | 
#  9 | Yasuyo Iwamoto | Japan | 1:10:06 | PB
#  10 | Mihaela Botezan | Romania | 1:10:11 | 
#  11 | Nuta Olaru | Romania | 1:10:27 | 
#  12 | Caroline Kwambai | Kenya | 1:10:27 | 
#  13 | Lyudmila Biktasheva | Russia | 1:10:31 | PB
#  14 | Aurica Buia | Romania | 1:10:40 | PB
#  15 | Restituta Joseph | Tanzania | 1:10:43 | 
#  16 | Viktoriya Klimina | Russia | 1:10:46 | 
#  17 | Meseret Kotu | Ethiopia | 1:10:48 | PB
#  18 | Joyce Chepchumba | Kenya | 1:11:03 | 
#  19 | Lyubov Morgunova | Russia | 1:11:06 | 
#  20 | Teyba Erkesso | Ethiopia | 1:11:15 | PB])
athlete_rank = 4
print(athlete_rank)
#DONE
```",4,"4
",4.0,4.0,100.0,100.0
1423,1423,1423,1434,2015_in_sports_0,"What venue was the sport , that may be won by pure speed within the stages or alternatively by driving to a predetermined ideal journey time , held at ?","```python
# 1. What is the sport , that may be won by pure speed within the stages or alternatively by driving to a predetermined ideal journey time? (independent, support=[Rallying is a form of motorsport that takes place on public or private roads with modified production or specially built road-legal cars . It is distinguished by not running on a circuit , but instead in a point-to-point format in which participants and their co-drivers drive between set control points ( special stages ) , leaving at regular intervals from one or more start points . Rallies may be won by pure speed within the stages or alternatively by driving to a predetermined ideal journey time within the stages .])
sport = ""Rallying""
# 2. What venue was the sport held at? (independent, support=[Date | Sport | Venue/Event | Status | Winner/s,4-17 | Rallying | / / 2015 Dakar Rally | International | Bikes : Marc Coma ( KTM ) Quads : Rafał Sonik ( Yamaha ) Cars : Nasser Al-Attiyah / Matthieu Baumel ( Mini ) Trucks : Ayrat Mardeev / Aydar Belyaev / Dmitriy Svistunov ( Kamaz )])
venue = ""/ / 2015 Dakar Rally""
print(venue)
#DONE
```",2015 Dakar Rally,"/ / 2015 Dakar Rally
",2015 dakar rally,2015 dakar rally,100.0,100.0
1424,1424,1424,1435,Athletics_at_the_2009_Games_of_the_Small_States_of_Europe_4,How many square miles is the country with a runner that finished with a time of 1:53.93 at the 2009 Games of the Small States of Europe ?,"```python
# 1. Identify the runner who finished with a time of 1:53.93. (independent, support=[Rank | Name | Nationality | Time
#    | Mike Schumacher | Luxembourg | 1:51.70
#    | Demetris Filippou | Cyprus | 1:52.89
#    | Christophe Bestgen | Luxembourg | 1:53.64
#  4 | Brice Etes | Monaco | 1:53.93
#  5 | Rémy Charpentier | Monaco | 1:54.22
#  6 | Marios Markides | Cyprus | 1:56.38
#  7 | Mark Herrera | Malta | 1:56.55
#  8 | Thorbergur Ingi Jonsson | Iceland | 1:58.15
#  9 | Mario Debono | Malta | 1:59.22])
runner_name = ""Brice Etes""
# 2. Identify the nationality of the runner. (independent, support=[Rank | Name | Nationality | Time
#    | Mike Schumacher | Luxembourg | 1:51.70
#    | Demetris Filippou | Cyprus | 1:52.89
#    | Christophe Bestgen | Luxembourg | 1:53.64
#  4 | Brice Etes | Monaco | 1:53.93
#  5 | Rémy Charpentier | Monaco | 1:54.22
#  6 | Marios Markides | Cyprus | 1:56.38
#  7 | Mark Herrera | Malta | 1:56.55
#  8 | Thorbergur Ingi Jonsson | Iceland | 1:58.15
#  9 | Mario Debono | Malta | 1:59.22])
nationality = ""Monaco""
# 3. What is the area of the runner's nationality in square miles? (independent, support=[Monaco: ""Monaco ( /\u02c8m\u0252n\u0259ko\u028a/ ( listen ) ; French pronunciation : \u200b [ m\u0254nako ] ) , officially the Principality of Monaco ( French : Principaut\u00e9 de Monaco ) , [ a ] is a sovereign city-state , country , and microstate on the French Riviera in Western Europe . France borders the country on three sides while the other side borders the Mediterranean Sea . Monaco is about 15 km ( 9.3 mi ) from the state border with Italy . Monaco has an area of 2.02 km2 ( 0.78 sq mi ) , making it the second-smallest country in the world after the Vatican . Its population as of 2018 is 38,682 . With 19,009 inhabitants per square kilometre ( 49,230/sq mi ) , it is the most densely-populated sovereign state in the world . Monaco has a land border of 5.47 km ( 3.40 mi ) , the world 's shortest coastline of approximately 3.83 km ( 2.38 mi ) ( regardless of the coastline paradox ) , and a width that varies between 1,700 and 349 m ( 5,577 and 1,145 ft ) . The highest point in the country is a narrow pathway named Chemin des R\u00e9voires on the slopes of Mont Agel , in the Les R\u00e9voires Ward , which is 161 metres ( 528 feet ) above sea level . Monaco 's most populous Quartier is Monte Carlo and the most populous Ward is Larvotto/Bas Moulins . Through land reclamation , Monaco 's land mass has expanded by 20 percent . In 2005 , it had an area of only 1.974 km2 ( 0.762 sq mi ) . Monaco is known to be the most expensive and the wealthiest place in the world due to its tax laws .""])
area_sq_miles = 0.78
#DONE
print(area_sq_miles)
```",0.78,"0.78
",0.78,0.78,100.0,100.0
1425,1425,1425,1436,List_of_NBA_franchise_post-season_droughts_4,Who was the MVP for the team established by Ned Irish in 1946 ?,"```python
# 1. Which team was established by Ned Irish in 1946? (independent, support=[The New York Knickerbockers , more commonly referred to as the Knicks , are an American professional basketball team based in the New York City borough of Manhattan . The Knicks compete in the National Basketball Association ( NBA ) as a member of the Atlantic Division of the Eastern Conference . The team plays its home games at Madison Square Garden , an arena they share with the New York Rangers of the National Hockey League ( NHL ) . They are one of two NBA teams located in New York City ; the other team is the Brooklyn Nets . Alongside the Boston Celtics , the Knicks are one of two original NBA teams still located in its original city . The team , established by Ned Irish in 1946 , was one of the founding members of the Basketball Association of America ( BAA ) , which became the NBA after merging with the rival National Basketball League ( NBL ) in 1949 . The Knicks were successful during their early years and were constant playoff contenders under the franchise 's first head coach Joe Lapchick . Beginning in 1950 , the Knicks made three consecutive appearances in the NBA Finals , all of which were losing efforts . Lapchick resigned in 1956 and the team subsequently began to falter . It was not until the late 1960s when Red Holzman became the head coach that the Knicks began to regain their former dominance . Holzman successfully guided the Knicks to two NBA championships , in 1970 and 1973 . The Knicks of the 1980s had mixed success that included six playoff appearances ; however , they failed to participate in the NBA Finals .])
team_name = ""New York Knicks""
# 2. What is the MVP of the team? (independent, support=[The New York Knickerbockers , more commonly referred to as the Knicks , are an American professional basketball team based in the New York City borough of Manhattan . The Knicks compete in the National Basketball Association ( NBA ) as a member of the Atlantic Division of the Eastern Conference . The team plays its home games at Madison Square Garden , an arena they share with the New York Rangers of the National Hockey League ( NHL ) . They are one of two NBA teams located in New York City ; the other team is the Brooklyn Nets . Alongside the Boston Celtics , the Knicks are one of two original NBA teams still located in its original city . The team , established by Ned Irish in 1946 , was one of the founding members of the Basketball Association of America ( BAA ) , which became the NBA after merging with the rival National Basketball League ( NBL ) in 1949 . The Knicks were successful during their early years and were constant playoff contenders under the franchise 's first head coach Joe Lapchick . Beginning in 1950 , the Knicks made three consecutive appearances in the NBA Finals , all of which were losing efforts . Lapchick resigned in 1956 and the team subsequently began to falter . It was not until the late 1960s when Red Holzman became the head coach that the Knicks began to regain their former dominance . Holzman successfully guided the Knicks to two NBA championships , in 1970 and 1973 . The Knicks of the 1980s had mixed success that included six playoff appearances ; however , they failed to participate in the NBA Finals .])
mvp_name = ""Willis Reed""
print(mvp_name)
#DONE
```",Willis Reed,"Willis Reed
",willis reed,willis reed,100.0,100.0
1426,1426,1426,1437,List_of_Norwegian_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film_0,Who wrote the series most recently directed by the same person that directed A Handful of Time ?,"```python
# 1. Who directed A Handful of Time? (independent, support=[Year ( Ceremony ) | Film title used in nomination | Original title | Director | Result,A Handful of Time])
director_name = ""Martin Asphaug""
# 2. Which series was most recently directed by Martin Asphaug? (independent, support=[Year ( Ceremony ) | Film title used in nomination | Original title | Director | Result,Martin Asphaug])
series_name = ""Skårehårdsdoktorn""
# 3. Who wrote the series most recently directed by Martin Asphaug? (depends on 2, support=[])
writer_name = ""Martin Asphaug"" # Assuming the director also wrote the series
print(writer_name)
#DONE
```",Helene Tursten,"Martin Asphaug
",helene turs10,martin asphaug,0.0,0.0
1427,1427,1427,1438,List_of_airlines_of_Romania_1,Which airport hub had a jet aircraft designed for transporting small groups of people that commenced operations after the year 1996 ?,"```python
# 1. Get the list of airlines that commenced operations after 1996. (independent, support=[Airline | ICAO | Callsign | Hub Airport ( s ) | Commenced operations | Notes])
airlines_after_1996 = []
for row in context.splitlines()[1:]:
    columns = row.split('|')
    if int(columns[4].strip()) > 1996:
        airlines_after_1996.append(columns[3].strip())

# 2. Filter the list of airlines to get those that operate ""business jets"" (independent, support=[Airline | ICAO | Callsign | Hub Airport ( s ) | Commenced operations | Notes,general aviation , business jets])
business_jet_airlines = []
for airline in airlines_after_1996:
    if 'business jets' in airline:
        business_jet_airlines.append(airline)

# 3. Identify the airport hub(s) that operate business jets. (depends on 2, support=[])
hub_airports = []
for airline in business_jet_airlines:
    hub_airports.extend(airline.split(', '))

# 4. Print the airport hubs. (depends on 3, support=[])
print(hub_airports)
#DONE
```",Henri Coandă International Airport,ERROR,henri coandă international airport,error,0.0,0.0
1428,1428,1428,1439,List_of_World_War_II_films_since_1990_0,The 1990 film directed by Kjell Grede had a main character who worked what job ?,"```python
# 1. What is the main title of the film directed by Kjell Grede in 1990? (independent, support=[Year | Country | Main title ( Alternative titles ) | Original title ( Original script ) | Director | Battles , campaigns , events depicted,1990 | Sweden Hungary Norway | Good Evening , Mr. Wallenberg | God afton , Herr Wallenberg - En Passionshistoria från verkligheten ( in Swedish ) | Kjell Grede | Drama . Biography of Swedish diplomat Raoul Wallenberg in Hungarian Holocaust])
film_title = ""Good Evening, Mr. Wallenberg""
# 2. What is the job of the main character in the 1990 film directed by Kjell Grede? (depends on 1, support=[Drama . Biography of Swedish diplomat Raoul Wallenberg in Hungarian Holocaust])
job = ""Swedish diplomat""
print(job)
#DONE
```",diplomat,"Swedish diplomat
",diplomat,diplomat,100.0,100.0
