,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,question,response,answer,extracted_code,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
160,160,160,160,160,Who were the top 2 candidates in the 1952 United States presidential election in Idaho?,"```python
# 1. Identify the top candidate by total votes (independent, support=[Results - Party | Party | Candidate | Votes | %, Results - Total votes])
top_candidate_votes = {
    ""Dwight D. Eisenhower"": 180707,
    ""Adlai Stevenson"": 95081,
    ""Vincent Hallinan"": 443
}

# 2. Find the candidate with the highest number of votes (depends on 1)
top_candidate = max(top_candidate_votes, key=top_candidate_votes.get)

# 3. Remove the top candidate from consideration
del top_candidate_votes[top_candidate]

# 4. Find the candidate with the second-highest number of votes (depends on 3)
second_top_candidate = max(top_candidate_votes, key=top_candidate_votes.get)

top_candidate, second_top_candidate
```",The 1952 United States presidential election in Idaho was won by Dwight D. Eisenhower (R) with 65.42 percent of the vote against Adlai Stevenson (D) with 34.42 percent of the vote.,2,,the 1952 united states presidential election in idaho was won by dwight d. eisenhower (r) with 65.42 percent of the vote against adlai stevenson (d) with 34.42 percent of the vote,nan,0.0,0.0
161,161,161,161,161,What is Alexys Nycole Sanchez known for?,"```python
# 1. What is Alexys Nycole Sanchez known for? (independent, support=[Year | Title | Role | Notes])
known_for = ""Becky Feder in Grown Ups and Grown Ups 2""
print(known_for)
#DONE
```","Alexys Nycole Sanchez did a role as Becky Feder in the 2010 films, Grown Ups and the Grown Ups 2 (2013).",2,"Becky Feder in Grown Ups and Grown Ups 2
","alexys nycole sanchez did a role as becky feder in the 2010 films, grown ups and the grown ups 2",becky feder in grown ups and grown ups 2,69.23076923076924,0.0
162,162,162,162,162,Who was the winner and what was the majority in the 1889 Gorton by-election?,"```python
# 1. Who were the candidates and their votes? (independent, support=[Party | Party | Candidate | Votes | % | ±])
liberal_votes = 5155  # votes for William Mather, Liberal candidate
conservative_votes = 4309  # votes for Ernest Hatch, Conservative candidate

# 2. Who was the winner based on votes? (depends on 1, support=[])
winner = ""Liberal"" if liberal_votes > conservative_votes else ""Conservative""

# 3. What was the majority of the winner? (depends on 1 and 2, support=[])
majority = abs(liberal_votes - conservative_votes) if winner == ""Liberal"" else abs(conservative_votes - liberal_votes)

winner, majority
```","The winner, Liberal candidate William Mather, had a majority of 846 in the 1889 Gorton by-election.",2,,"the winner, liberal candidate william mather, had a majority of 846 in the 1889 gorton by-election",nan,0.0,0.0
163,163,163,163,163,What were John Karlen's roles in 1970 and 1978?,"```python
# 1. What was John Karlen's role in 1970? (independent, support=[Year | Title | Role | Notes])
role_1970 = ""Willie Loomis""
# 2. What was John Karlen's role in 1978? (independent, support=[Year | Title | Role | Notes])
role_1978 = ""Danny""
roles = {'1970': role_1970, '1978': role_1978}
print(roles)
#DONE
```","John Karlen acted in 1970 House of Dark Shadows as Willie Loomis, and in 1978 Killer's Delight as Danny. ",2,"{'1970': 'Willie Loomis', '1978': 'Danny'}
","john karlen acted in 1970 house of dark shadows as willie loomis, and in 1978 killer's delight as danny","{'1970': 'willie loomis', '1978': 'danny'}",41.66666666666667,0.0
164,164,164,164,164,What is M-1 MFC: Russia Open Tournament?,"```python
# What is M-1 MFC: Russia Open Tournament? (independent, support=[# | Event Title | Date | Arena | Location])
event_description = ""M-1 MFC: Russia Open Tournament""
print(event_description)
# DONE
```","M-1 MFC: Russia Open Tournament was an event held on December 5, 1999, in Saint Petersburg, Russia.",2,"M-1 MFC: Russia Open Tournament
","m-1 mfc: russia open tournament was an event held on december 5, 1999, in saint petersburg, russia",m-1 mfc: russia open tournament,47.61904761904761,0.0
165,165,165,165,165,In what year did St Clement win a Lifetime Achievement Award at the British Soap Awards?,"```python
# 1. In what year did St Clement win a Lifetime Achievement Award at the British Soap Awards? (independent, support=[])
awards_table = [
    ['Year', 'Result', 'Award', 'Category', 'Film or series', 'Character'],
    [2012, 'Nominated', 'British Soap Awards', 'Best Single Episode', 'EastEnders – Pat: An End of an Era', 'Pat Butcher'],
    [2012, 'Nominated', 'British Soap Awards', 'Best Exit', 'EastEnders', 'Pat Butcher'],
    [2012, 'Won', 'British Soap Awards', 'Lifetime Achievement Award', 'EastEnders', 'Pat Butcher']
]

result_year = None
for row in awards_table[1:]:
    if 'Lifetime Achievement Award' in row:
        result_year = row[0]
        break

print(result_year)
#Result: 2012
```
","In 2012, St Clement won a Lifetime Achievement Award at the British Soap Awards.",2,"2012
","in 2012, st clement won a lifetime achievement award at the british soap awards",2012,15.384615384615385,0.0
166,166,166,166,166,What roles has Rosie Huntington-Whiteley played between 2011 and 2016?,"```python
# 1. What roles has Rosie Huntington-Whiteley played between 2011 and 2016?
roles = []  # Initialize an empty list to store the roles
# Check each year and corresponding role
for year, title, role in [
    [2011, 'Transformers: Dark of the Moon', 'Carly Spencer'],
    [2015, 'Mad Max: Fury Road', 'The Splendid Angharad'],
    [2019, 'The Sound of Philadelphia', 'Lindsey']
]:
    if 2011 <= year <= 2016:  # Check if the year falls between 2011 and 2016
        roles.append(role)  # If it does, add the role to the list

print(roles)  # Print the roles played between 2011 and 2016
#DONE
```","Rosie Huntington-Whiteley played Carly Spencer in the 2011 film Transformers: Dark of the Moon, and The Splendid Angharad in the 2015 film Mad Max: Fury Road.",2,"['Carly Spencer', 'The Splendid Angharad']
","rosie huntington-whiteley played carly spencer in the 2011 film transformers: dark of the moon, and the splendid angharad in the 2015 film mad max: fury road","['carly spencer', 'the splendid angharad']",30.76923076923077,0.0
167,167,167,167,167,When and where did Dawn Ellerbe take home her first international win?,"```python
# 1. Identify the row that represents Dawn Ellerbe's first international win (independent, support=[])
first_win_row = (1999, ""Pan American Games"", ""Winnipeg, Manitoba, Canada"", ""1st"", ""65.36 m"")
# Dawn Ellerbe took home her first international win at the Pan American Games in Winnipeg, Manitoba, Canada in 1999.

print(first_win_row[0], first_win_row[1], first_win_row[2])
# Output: 1999 Pan American Games Winnipeg, Manitoba, Canada
```
","Ellerbe claimed the gold medal at the 1999 Pan American Games in Winnipeg, Manitoba, Canada.",2,"1999 Pan American Games Winnipeg, Manitoba, Canada
","ellerbe claimed the gold medal at the 1999 pan american games in winnipeg, manitoba, canada","1999 pan american games winnipeg, manitoba, canada",70.0,0.0
168,168,168,168,168,What roles did Cliff Gorman play between 1981 to 1984?,"```python
# 1. Create a dictionary to store the roles played by Cliff Gorman in each year from 1981 to 1984
roles = {
    1981: ""Joseph Goebbels"",
    1984: ""Lt. Andrews""
}
# 2. Print the roles played by Cliff Gorman between 1981 to 1984
for year in roles:
    print(roles[year])
#DONE
```",Cliff Gorman played as Joseph Goebbels in the 1981 TV movie The Bunker and as Lt. Andrews in the film Angel (1984).,2,"Joseph Goebbels
Lt. Andrews
",cliff gorman played as joseph goebbels in the 1981 tv movie the bunker and as lt. andrews in the film angel,joseph goebbelslt. andrews,19.04761904761905,0.0
169,169,169,169,169,Who were transferred to Hull City abs what was the total cost of the transfers?,"```python
# 1. Did any players get transferred to Hull City? (independent)
transfers_to_hull = [
    ('Sam Collins', 65000),
    ('Billy Paynter', 150000)
]

# 2. Who were transferred to Hull City? (depends on 1)
players_to_hull = [player[0] for player in transfers_to_hull]

# 3. What was the total cost of the transfers to Hull City? (depends on 1)
total_cost = sum([player[1] for player in transfers_to_hull])

players_to_hull, total_cost
# Output example: (['Sam Collins', 'Billy Paynter'], 215000)
```
","Sam Collins and Billy Paynter were transferred to Hull City for £65,000 and £150,000 in January.",2,,"sam collins and billy paynter were transferred to hull city for £65,000 and £150,000 in january",nan,0.0,0.0
170,170,170,170,170,What's Yefimova's best achievement in 2015?,"```python
# 1. Check the data for Yuliya Yefimova in 2015 to determine her achievements (independent, support=[Year | Competition | Venue | Position | Event | Notes])
#    - Yefimova's achievements in 2015:
#      - 3rd place in 50 m breaststroke
#      - 1st place in 100 m breaststroke
#      - 17th (h) in 200 m breaststroke
#      - 5th place in 4 × 100 m mixed medley relay
best_achievement = ""1st place in 100 m breaststroke""  # Her best achievement in 2015 was winning the 100 m breaststroke event
print(best_achievement)
#DONE
```  ",In 2015 Yefimova won the gold medal in 100 m at the World Championships in 1:05.66.,2,"1st place in 100 m breaststroke
",in 2015 yefimova won the gold medal in 100 m at the world championships in 1:05.66,1 place in 100 m breaststroke,30.0,0.0
171,171,171,171,171,How many votes did democrats Brenda Jones and Tliab receive and who finished second?,"```python
# 1. How many votes did Brenda Jones receive?
brenda_jones_votes = 32727  # in votes (independent, support=[Party | Party | Candidate | Votes | %])
# 2. How many votes did Rashida Tlaib receive?
rashida_tlaib_votes = 31084  # in votes (independent, support=[Party | Party | Candidate | Votes | %])
# 3. Who finished second among the Democratic candidates? (depends on 1 and 2, support=[Party | Party | Candidate | Votes | %])
if brenda_jones_votes > rashida_tlaib_votes:
    second_place_candidate = ""Rashida Tlaib""
else:
    second_place_candidate = ""Brenda Jones""
total_votes_dems_brenda_rashida = brenda_jones_votes + rashida_tlaib_votes
print(total_votes_dems_brenda_rashida, second_place_candidate)
# DONE
```","Tlaib finished second to Democrat Brenda Jones, who received 32,727 votes (37.7% of the total) to Tlaib's 31,084 (35.9%).",2,"63811 Rashida Tlaib
","tlaib finished second to democrat brenda j1s, who received 32,727 votes",63811 rashida tlaib,14.285714285714288,0.0
172,172,172,172,172,"What year did Ty win Best Collaboration for ""Work from Home"" at the MTV Video Music Awards and who did he collaborate with?","```python
# 1. In which year did Ty win Best Collaboration for ""Work from Home"" at the MTV Video Music Awards? (independent, support=[])
year_won = 2016  # Ty won in 2016 (independent)

# 2. Who did Ty collaborate with for the Best Collaboration award at the MTV Video Music Awards in 2016?
collaborator = ""Fifth Harmony""  # Ty collaborated with Fifth Harmony (independent)

print(year_won, collaborator)
# Output: 2016 Fifth Harmony
#DONE
```","In 2016, Ty won Best Collaboration for ""Work from Home"" with Fifth Harmony at the MTV Video Music Awards.",2,"2016 Fifth Harmony
","in 2016, ty won best collaboration for work from home with fifth harmony at the mtv video music awards",2016 fifth harmony,28.57142857142857,0.0
173,173,173,173,173,What singles were Included in Across the Rio Grande in 1988?,"```python
# 1. What singles were included in Across the Rio Grande in 1988? (independent, support=[1988 | ""Strangers Again"" | 7 | 36 | Cornerstone, 1988 | ""That's What Your Love Does to Me"" | 5 | 6 | Across the Rio Grande, 1988 | ""(It's Always Gonna Be) Someday"" | 11 | N/A | Across the Rio Grande])
across_the_rio_grande_1988_singles = [""That's What Your Love Does to Me"", ""(It's Always Gonna Be) Someday""]
print(across_the_rio_grande_1988_singles)
# DONE
```","Across the Rio Grande in 1988 included the singles ""That's What Your Love Does to Me"" and ""(It's Always Gonna Be) Someday"".",2,"[""That's What Your Love Does to Me"", ""(It's Always Gonna Be) Someday""]
",across the rio grande in 1988 included the singles that's what your love does to me and (it's always gonna be) someday,"[that's what your love does to me, (it's always gonna be) someday]",74.99999999999999,0.0
174,174,174,174,174,In what year and what movie did Jon Rudnitsky play Mike?,"```python
# 1. What movie did Jon Rudnitsky play Mike?
movie = ""Set It Up""  # in 2018 (independent, support=[2018 | Set It Up | Mike | -])

# 2. In what year did Jon Rudnitsky play Mike?
year = 2018  # in Set It Up (depends on 1, support=[])
print(year, movie)
# DONE
```","In 2018, Jon played Mike in Set It Up.",2,"2018 Set It Up
","in 2018, jon played mike in set it up",2018 set it up,61.53846153846153,0.0
175,175,175,175,175,Did Dino Maamria appear frequently for Stevenage in League One and League Two?,"```python
# 1. How many League One appearances did Dino Maamria have for Stevenage?
league_one_apps = 0  # in independent, support=[Stevenage | 2011–12 | League One | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0]
# 2. How many League Two appearances did Dino Maamria have for Stevenage?
league_two_apps = 0  # in independent, support=[Stevenage | 2010–11 | League Two | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0]
# 3. Did Dino Maamria appear frequently for Stevenage in League One and League Two?
# We consider ""frequently"" when total appearances are greater than or equal to 10 for each league.
if league_one_apps >= 10 and league_two_apps >= 10:
    answer = ""Yes, Dino Maamria appeared frequently for Stevenage in League One and League Two.""
else:
    answer = ""No, Dino Maamria did not appear frequently for Stevenage in League One and League Two.""
print(answer)
#DONE
```",Dino Maamria made no appearances for Stevenage in the 2010–11 League Two season and in the 2011 League One season.,2,"No, Dino Maamria did not appear frequently for Stevenage in League One and League Two.
",dino maamria made no appearances for stevenage in the 2010-11 league 2 season and in the 2011 league 1 season,"no, dino maamria did not appear frequently for stevenage in league 1 and league 2",66.66666666666666,0.0
176,176,176,176,176,"When and from which Matt and Kim album was ""Lessons Learned"" released?","```python
# 1. Where is the song ""Lessons Learned"" listed in the table? (independent, support=[2009 | ""Lessons Learned"" | — | — | — | 15 | - | Grand, Year | Single | US | US Alt. | US Rock | MEX Air. | Certifications (sales threshold) | Album])
album_release_row = ""Lessons Learned"" | 15 | - | Grand

# 2. From which Matt and Kim album was ""Lessons Learned"" released? (depends on 1, support=[])
album = album_release_row[-1]  # Get the album name from the last element in the row
print(album)
#DONE
```","The ""Lessons Learned"" single from the album Grand was released in 2009.",2,ERROR,the lessons learned single from the album grand was released in 2009,error,0.0,0.0
177,177,177,177,177,Who did Sasha Clements star in two episodes of Life with Boys?,"```python
# 1. Who starred in two episodes of Life with Boys? (independent, support=[])
character = ""Emma""  # Sasha Clements starred as Emma in two episodes of Life with Boys
print(character)
#DONE
```","In 2012, Sasha Clements starred as Emma in two episodes of Life with Boys.",2,"Emma
","in 2012, sasha clements starred as ea in 2 episodes of life with boys",ea,13.333333333333334,0.0
178,178,178,178,178,What are some of the more recent Alex Burger plays?,"```python
# 1. What are the plays from 2015 onwards? (independent, support=[Year | Title | Role | Notes])
recent_plays = [
    ""The Inkanyamba"",
    ""Fees Must Fall""
]
print(recent_plays)
#DONE
```","Recent Alex Burger plays include Mashoga (My Wife) (Glasgow Any Objections Festival 2013), The Inkanyamba (Market Theatre Lab, 2015), and Fees Must Fall (Wits University, 2016).",2,"['The Inkanyamba', 'Fees Must Fall']
",recent alex burger plays include mashoga,"['the inkanyamba', 'fees must fall']",0.0,0.0
179,179,179,179,179,How many games did Shay Given play during the 2014-2015 Premier League season and for which club?,"```python
# Analyzing the given table:
# 1. Check the number of games played by Shay Given during the 2014-2015 Premier League season.
games_2014_2015 = 3  # from Aston Villa row under the 2014-2015 season
# 2. Identify the club for which Shay Given played during the 2014-2015 season.
club_2014_2015 = ""Aston Villa""  # from Aston Villa row under the 2014-2015 season
print(games_2014_2015, club_2014_2015)
#DONE
```",Shay Given has played three games in the 2014–15 Premier League season for Aston Villa.,2,"3 Aston Villa
",shay given has played 3 games in the 2014-15 premier league season for aston villa,3 aston villa,35.294117647058826,0.0
180,180,180,180,180,How many seasons did Bill Edwards remain undefeated between 1935 to 1940 and when did he win the Sun Bowl?,"```python
# 1. Identify the seasons where Bill Edwards was undefeated between 1935 to 1940
#    (depends on years, conference, coach, overall record)
#    (support=[])
undefeated_years = [1935, 1936, 1937, 1938]
# Count the number of seasons Bill Edwards remained undefeated
num_seasons_undefeated = len(undefeated_years)

# 2. Determine when Bill Edwards won the Sun Bowl
#    (depends on years, conference, coach, overall record, postseason)
#    (support=[])
sun_bowl_year = 1940

print(num_seasons_undefeated, sun_bowl_year)
# DONE
```","Bill Edwards achieved three undefeated seasons (1935, 1936, and 1938) and in 1941 won Sun Bowl.",2,"4 1940
","bill edwards achieved 3 undefeated seasons (1935, 1936, and 1938) and in 1941 won sun bowl",4 1940,0.0,0.0
181,181,181,181,181,Did Allan Smith compete in any event twice while representing a different group?,"```python
# 1. Identify if Allan Smith competed in any event twice while representing a different group.
#    Check for instances where the Year, Competition, Venue, and Position are the same but representing different groups.
#    Extracted relevant information from the table to analyze.

# Determine the instances where Allan Smith competed in the same event but represented different groups.
same_event_twice = [
    ('2018', 'Loughborough International', 'Loughborough, UK', '1st', '2.23 m'),  # Representing Great Britain Juniors and Club Shaftesbury Barnet
]

# Check if there are any instances where Allan Smith competed twice while representing a different group.
if same_event_twice:
    print(""Yes, Allan Smith competed in an event twice while representing a different group."")
else:
    print(""No, Allan Smith did not compete in any event twice while representing a different group."")
#DONE
```","Allan Smith competed in Loughborough International in 2013 representing the Great Britain Juniors, achieving 2nd place, and competed in Loughborough International in 2018 representing Team Scotland, achieving 1st place.",2,"Yes, Allan Smith competed in an event twice while representing a different group.
","allan smith competed in loughborough international in 2013 representing the great britain juniors, achieving 2 place, and competed in loughborough international in 2018 representing team scotland, achieving 1 place","yes, allan smith competed in an event twice while representing a different group",25.641025641025646,0.0
182,182,182,182,182,What awards did Janette McBride win in 2001?,"```python
# 1. What awards did Janette McBride win in 2001? (independent, support=[Year | Work | Award | Category | Result | Source])
awards_won_2001 = [""Young Critics Circle Award - Best Performance by Male or Female, Adult or Child, Individual or Ensemble in Leading or Supporting Role"", 
                   ""PMPC Star Awards for Movies - New Movie Actress of the Year""]
print(awards_won_2001)
#DONE
```","In 2001, Janette McBride won two awards for ""Tanging Yaman"": one is the New Movie Actress of the Year award at the PMPC Star Awards and another one is the Best Performance by Male or Female, Adult or Child, Individual or Ensemble in Leading or Supporting Role award at the Young Crities.",2,"['Young Critics Circle Award - Best Performance by Male or Female, Adult or Child, Individual or Ensemble in Leading or Supporting Role', 'PMPC Star Awards for Movies - New Movie Actress of the Year']
","in 2001, janette mcbride won 2 awards for tanging yaman: 1 is the new movie actress of the year award at the pmpc star awards and another 1 is the best performance by male or female, adult or child, individual or ensemble in leading or supporting role award at the young crities","['young critics circle award - best performance by male or female, adult or child, individual or ensemble in leading or supporting role', 'pmpc star awards for movies - new movie actress of the year']",71.79487179487178,0.0
183,183,183,183,183,Who won the 2014 Newark by-election and by what margin?,"```python
# 1. Who won the 2014 Newark by-election? (independent, support=[Table Title - 2014 Newark by-election, Table Subtitle - Result])
winner = ""Conservative""

# 2. What was the majority in the by-election? (independent, support=[Table Title - 2014 Newark by-election, Table Subtitle - Result])
majority = 7403

print(f""The winner of the 2014 Newark by-election was {winner} with a majority of {majority} votes."")
# DONE
```","Conservative Robert Jenrick won with a majority of 7,403.",2,"The winner of the 2014 Newark by-election was Conservative with a majority of 7403 votes.
","conservative robert jenrick won with a majority of 7,403",the winner of the 2014 newark by-election was conservative with a majority of 7403 votes,50.0,0.0
184,184,184,184,184,What awards was Andra Day nominated for in 2016 and for what accomplishments?,"```python
# 1. What awards was Andra Day nominated for in 2016? (independent, support=[Year | Nominee / work | Award | Result])
awards_2016 = [""Best R&B Performance"", ""Best R&B Album""]
# 2. For what accomplishments was Andra Day nominated for in 2016? (depends on 1, support=[])
accomplishments = {
    ""Best R&B Performance"": ""For the song 'Rise Up'"",
    ""Best R&B Album"": ""For the album 'Cheers to the Fall'""
}
# Print the awards nominated for and their corresponding accomplishments
for award in awards_2016:
    print(f""{award}: {accomplishments[award]}"")
#DONE
```","Cheers to the Fall was nominated for Best R&B Album and ""Rise Up"" was nominated for Best R&B Performance at the Grammy Awards in 2016.",2,"Best R&B Performance: For the song 'Rise Up'
Best R&B Album: For the album 'Cheers to the Fall'
",cheers to the fall was nominated for best r&b album and rise up was nominated for best r&b performance at the gray awards in 2016,best r&b performance: for the song 'rise up'best r&b album: for the album 'cheers to the fall',59.45945945945946,0.0
185,185,185,185,185,"What were Justin Fargas' personal bests in the 100m and 400 meters, and when were these scores acheived?","```python
# 1. What was Justin Fargas' personal best time in the 100 meters event, and which date and venue achieved this time?
# (independent, support=[Event | Time (seconds) | Venue | Date])
time_100m = ""10.37""
venue_100m = ""Norwalk, California""
date_100m = ""May 23, 1998""

# 2. What was Justin Fargas' personal best time in the 400 meters event, and which date and venue achieved this time?
# (independent, support=[Event | Time (seconds) | Venue | Date])
time_400m = ""50.13""
venue_400m = ""Fullerton, California""
date_400m = ""March 10, 2007""

print(""Personal best in 100m - Time:"", time_100m, ""Venue:"", venue_100m, ""Date:"", date_100m)
print(""Personal best in 400m - Time:"", time_400m, ""Venue:"", venue_400m, ""Date:"", date_400m)
#DONE
```",Justin Fargas recorded a personal best of 10.37 seconds in the 100 meters in 1998 and 50.13 seconds in the 400 meters in 2007 at California.,2,"Personal best in 100m - Time: 10.37 Venue: Norwalk, California Date: May 23, 1998
Personal best in 400m - Time: 50.13 Venue: Fullerton, California Date: March 10, 2007
",justin fargas recorded a personal best of 10.37 seconds in the 100 meters in 1998 and 50.13 seconds in the 400 meters in 2007 at california,"personal best in 100m - time: 10.37 venue: norwalk, california date: may 23, 1998personal best in 400m - time: 50.13 venue: fullerton, california date: march 10, 2007",33.33333333333333,0.0
186,186,186,186,186,Which was Michelle Jenneke's record during the 2016 Olympic Games in the 100m hurdles? ,"```python
# 1. What was Michelle Jenneke's position in the 2016 Olympic Games for the 100m hurdles?
position_2016_olympics = ""37th (h)""  # in the row for 2016 | Olympic Games | Rio de Janeiro, Brazil | 37th (h) | 100 m hurdles | 13.26 

# 2. What was Michelle Jenneke's time in the 100m hurdles during the 2016 Olympic Games?
time_2016_olympics = ""13.26""  # in the row for 2016 | Olympic Games | Rio de Janeiro, Brazil | 37th (h) | 100 m hurdles | 13.26

# 3. What was Michelle Jenneke's event performance during the 2016 Olympic Games?
event_2016_olympics = ""100 m hurdles""  # in the row for 2016 | Olympic Games | Rio de Janeiro, Brazil | 37th (h) | 100 m hurdles | 13.26

# 4. Which was Michelle Jenneke's record during the 2016 Olympic Games in the 100m hurdles?
record_2016_olympics = (position_2016_olympics, time_2016_olympics, event_2016_olympics)
print(record_2016_olympics)
#DONE
```","In 2016, Michelle Jenneke achieved a time of 13.26 in the Olympics.",2,"('37th (h)', '13.26', '100 m hurdles')
","in 2016, michelle jenneke achieved a time of 13.26 in the olympics","('37 (h)', '13.26', '100 m hurdles')",12.5,0.0
187,187,187,187,187,Why and what was Dominic Lewis nominated in 2015?,"```python
# 1. Why was Dominic Lewis nominated in 2015? (independent, support=[Year | Nominee / work | Award | Result])
reason_for_nomination = ""Discovery of the Year""  # The award nomination was for ""Discovery of the Year""
# 2. What was Dominic Lewis nominated for in 2015? (depends on 1, support=[])
nomination_2015 = reason_for_nomination
print(nomination_2015)
#DONE
```","In 2015, Dominic Lewis was nominated for the World Soundtrack Award for Discovery of the Year for the film Spooks: The Greater Good.",2,"Discovery of the Year
","in 2015, dominic lewis was nominated for the world soundtrack award for discovery of the year for the film spooks: the greater good",discovery of the year,27.27272727272727,0.0
188,188,188,188,188,For which award L.I.F.E was nominated at the 2014 Nigeria Entertainment Awards.?,"```python
# 1. Which award was L.I.F.E nominated for at the 2014 Nigeria Entertainment Awards? (independent, support=[Year | Awards ceremony | Award description(s) | Results])
award_nominated = ""Best Album of the Year""
print(award_nominated)
#DONE
```",L.I.F.E was nominated for Best Album of the Year at the 2014 Nigeria Entertainment Awards.,2,"Best Album of the Year
",l.i.f.e was nominated for best album of the year at the 2014 nigeria entertainment awards,best album of the year,47.05882352941176,0.0
189,189,189,189,189,Name three movies that Holden took part in 2005 to 2007,"```python
# 1. List of movies Laurie Holden took part in from 2005 to 2007
movies_2005_to_2007 = ['Bailey\'s Billion$', 'Fantastic Four', 'Silent Hill', 'The Mist'] # (independent, support=[])
# 2. Select three movies that Holden took part in from 2005 to 2007
selected_movies = movies_2005_to_2007[:3]  # (depends on 1)
print(selected_movies)
#DONE
```",Laurie Holden did a role in Fantastic Four (2005) as Cybil Bennett in Silent Hill (2006) and as Amanda Dumfries in The Mist (2007).,2,"[""Bailey's Billion$"", 'Fantastic Four', 'Silent Hill']
",laurie holden did a role in fantastic 4,"[bailey's billion, 'fantastic 4', 'silent hill']",30.769230769230766,0.0
190,190,190,190,190,What was O'Brien cast as in 1960?,"```python
# 1. What was O'Brien cast as in 1960? (independent, support=[Year | Title | Role | Notes])
cast_1960 = ""Susanna Dickinson""  # Answer: Susanna Dickinson
print(cast_1960)
#DONE
```",O'Brien was cast as Susanna Dickinson in the 1960 film The Alamo.,2,"Susanna Dickinson
",o'brien was cast as susanna dickinson in the 1960 film the alamo,susanna dickinson,33.333333333333336,0.0
191,191,191,191,191,Which awards has Ziegler won and been nominated for?,"```python
# 1. Which awards has Ziegler won and been nominated for?
awards_won = [""Teen Choice Awards (2018)""]  # ziegler won Teen Choice Awards in 2018
awards_nominated = [""Teen Choice Awards (2016)"", ""Industry Dance Awards (2017)""]  # ziegler was nominated for Teen Choice Awards in 2016 and Industry Dance Awards in 2017

print(""Awards won by Ziegler:"", awards_won)
print(""Awards nominated for by Ziegler:"", awards_nominated)
#DONE
```","Ziegler was nominated at the 2016 Teen Choice Awards for Choice Muser, won the same award in 2018 and was nominated for the Favorite Dancer 17 & Under at the 2017 Industry Dance Awards.",2,"Awards won by Ziegler: ['Teen Choice Awards (2018)']
Awards nominated for by Ziegler: ['Teen Choice Awards (2016)', 'Industry Dance Awards (2017)']
","ziegler was nominated at the 2016 teen choice awards for choice muser, won the same award in 2018 and was nominated for the favorite dancer 17 & under at the 2017 industry dance awards","awards won by ziegler: ['teen choice awards (2018)']awards nominated for by ziegler: ['teen choice awards (2016)', 'industry dance awards (2017)']",53.06122448979592,0.0
192,192,192,192,192,"In 1994, how many prizes did the film Exotica win in the Genie Awards?","```python
# 1. How many prizes did the film Exotica win in the Genie Awards in 1994?
genie_awards_wins_1994 = 9  # The film ""Exotica"" won 9 prizes in the Genie Awards in 1994.
print(genie_awards_wins_1994)
#DONE
```","At the 1994 Genie Awards, the film Exotica won eight prizes, including Best Motion Picture, Best Director and Best Original Screenplay for Egoyan.",2,"9
","at the 1994 genie awards, the film exotica won 8 prizes, including best motion picture, best director and best original screenplay for egoyan",9,0.0,0.0
193,193,193,193,193,What role did Antidormi play in Spartacus: War of the Damned and for how long did he play it?,"```python
# 1. What role did Antidormi play in Spartacus: War of the Damned?
role_spartacus = ""Tiberius""  # in the row where ""Spartacus: War of the Damned"" is mentioned (independent, support=[])
# 2. For how long did Antidormi play the role of Tiberius in Spartacus: War of the Damned?
episodes_spartacus = 10  # in the row where ""Spartacus: War of the Damned"" is mentioned (independent, support=[])
print(f""In Spartacus: War of the Damned, Christian Antidormi played the role of {role_spartacus} for {episodes_spartacus} episodes."")
#DONE
```","In 2012, Antidormi played Tiberius in Spartacus: War of the Damned for 10 episodes.",2,"In Spartacus: War of the Damned, Christian Antidormi played the role of Tiberius for 10 episodes.
","in 2012, antidormi played tiberius in spartacus: war of the damned for 10 episodes","in spartacus: war of the damned, christian antidormi played the role of tiberius for 10 episodes",81.48148148148148,0.0
194,194,194,194,194,What films was Erica Fernandes involved in in 2014?,"```python
# 1. Which films was Erica Fernandes involved in 2014? (independent, support=[Year | Film | Role | Language])
films_2014 = [
    ""Ninnindale"",
    ""Babloo Happy Hai"",
    ""Virattu"",
    ""Galipatam"",
    ""Dega""
]
print(films_2014)
#DONE
```","In 2014, Erica Fernandes made her debut in Kannada with the film Ninnindale, which was followed by the films Babloo Happy Hai, Virattu, Galipatam, and Dega.",2,"['Ninnindale', 'Babloo Happy Hai', 'Virattu', 'Galipatam', 'Dega']
","in 2014, erica fernandes made her debut in kannada with the film ninnindale, which was followed by the films babloo happy hai, virattu, galipatam, and dega","['ninnindale', 'babloo happy hai', 'virattu', 'galipatam', 'dega']",45.16129032258064,0.0
195,195,195,195,195,Which roles did Louise Linton play in 2013?,"```python
# 1. What roles did Louise Linton play in 2013? (independent, support=[])
roles_2013 = [""Corey's Mother"", ""Emerson""]
print(roles_2013)
#DONE
```","In 2013, Louise Linton appeared in The Power of Few as Corey's Mother and played the role of Emerson in Scavengers.",2,"[""Corey's Mother"", 'Emerson']
","in 2013, louise linton appeared in the power of few as corey's mother and played the role of emerson in scavengers","[corey's mother, 'emerson']",27.27272727272727,0.0
